,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,solution_25,solution_26,solution_27,solution_28,solution_29,solution_30,solution_31,solution_32,solution_33,solution_34,solution_35,solution_36,solution_37,solution_38,solution_39,solution_40,solution_41,solution_42,solution_43,solution_44,solution_45,solution_46,solution_47,solution_48,solution_49,solution_50,solution_51,solution_52,solution_53,solution_54,solution_55,solution_56,solution_57,solution_58,solution_59,solution_60,solution_61,solution_62,solution_63,objective,measures_0,measures_1,measures_2,measures_3,threshold,index
0,-0.6647242981525475,-1.771467117441705,2.471956045246566,-3.5265364309042377,7.251288804019169,-1.7088937245836437,-4.610030942017824,-0.20200973666048544,1.450767820705726,3.1466615519836356,-4.784441533138446,12.875605941760174,-11.362971474833815,2.6620848278465754,0.3673501684622349,-4.348236578428502,-9.6199092470377,4.15103904941851,-0.16463084845586407,0.5151025708035206,5.902538764341313,8.826933240457157,5.909792150133302,-1.3633039739088546,-9.064217619687145,4.809126163610942,-9.964967771703858,4.7739572596762105,1.5743555927172048,10.291918464295978,7.210149779711343,0.8832141212892741,-3.287977887770106,3.3336345880693234,-8.651548511221122,-3.223339989250862,7.411968663173729,-4.413625122552074,-8.121326082333093,-1.6368897044280355,9.21023535614842,-3.350807338414468,-1.2816838030509785,7.309085093508662,11.598683959798807,3.483827771001959,5.148734914790527,-2.570241449000857,7.280360684975617,-9.378070640273265,-6.158818964176855,2.58501341203747,-3.704453826768467,-1.2958165768443572,-5.824720115285691,2.7813537689512264,-0.7184492771372964,-0.38034849835746476,2.3341958114102326,-3.376077271712074,18.71087923725485,5.866599471302856,0.802410985881916,8.216116964733246,249.45950276583483,0.08203493058681488,-0.08914156258106232,0.004773442633450031,0.1598024219274521,217.7402713669748,2440
1,-0.224594354532981,-6.357197594004161,1.8192205463893956,-5.799499638695198,4.735818212624637,-3.459581039291613,-3.4407230849024186,-2.7482281524367367,-1.2323693759864536,1.985828003714802,-6.0516556872672345,12.994558997181894,-8.610764366787071,0.23751332434336322,1.55631034511132,-5.577381547551745,-6.606433836857051,1.5278275543180406,0.24827619969951542,2.2204843780753514,6.335411834671048,8.64231824597548,5.381787587736402,-1.6455590354860024,-5.033551437726189,2.606372253319902,-8.65631495753471,3.755651146062367,3.7479780721739515,10.02644383862657,8.135175079226046,-1.3071141507467403,-4.743283098611423,3.0327162561725873,-8.578135030517263,0.0989106676403611,7.637176642419158,-4.003655634303157,-9.191222416071616,-3.919733529956778,8.58435257153718,-3.3363770364875993,1.6047868218360821,6.937209491276835,10.638225848910457,3.3986464695419336,7.446004982374737,-2.7475382785748192,7.959072537453261,-9.377794989559389,-8.037689533367876,1.799802956431489,-5.9660690944137835,-3.4045144191793972,-7.552838244611385,1.6040420025126165,1.0861029845418024,-0.8513902521923279,-0.37774798694824535,-6.9122910794546435,17.228497133888684,4.714107342369507,3.3538674234012467,6.760433602065035,249.6705812171084,0.06178385391831398,-0.11021485179662704,0.13873456418514252,0.05807875469326973,249.64875938294895,6269
2,-0.3133322277881856,-4.655245455790432,2.236316277365158,-4.577051981848839,5.008789776538101,-2.3839617649221907,-3.8637796607200734,-1.9650620807475598,1.2069855847723694,4.35885826181151,-5.771334492587907,11.827529172885123,-8.83287747361288,1.0596159074108087,1.273303800454821,-3.9393078895875666,-8.621546582499324,2.6999413369104897,-1.8672679539797672,-0.807646706005432,5.070463173360862,9.475843890253179,5.7169514202846194,-2.922257914452136,-7.258667180656834,3.6115428264431415,-9.102833233205782,2.088605290809244,3.3393813329697295,9.522846687932768,6.970964400209417,0.04268551725945756,-3.87227793125581,3.2522365951552072,-8.562450365447528,0.3924578712901532,6.659690385515453,-3.26178986685588,-7.960512072655354,-2.7427019462185247,9.356420847545524,-3.5053154216560736,1.2846860321389515,5.739480213897422,11.227818629509093,3.2263286036681342,8.77195200811879,-4.6720648809095895,6.574108592478499,-10.351350056196848,-7.802842146111331,1.5583304954281771,-3.5311490719863072,-1.9687117855917005,-7.229717751854022,1.1505950224626251,0.0375172910688311,-0.1479316298886013,0.6077803811054742,-2.9333332320528682,16.905753875410554,6.159442713116431,3.9207364090111523,7.924490129206395,248.39556907578248,0.18648754060268402,-0.28088387846946716,0.027075177058577538,0.08215995877981186,241.9885643298449,6968
3,-0.3338304477551056,-6.202178526096157,2.1835610550657294,-6.346998611768129,5.590836828054832,-3.8380988629361927,-3.086450531960196,-2.3848001095695253,0.44025207126852484,1.9523248789370196,-6.909732165665695,12.710358820376355,-8.501196147804379,0.21258772571250517,0.7867355663643896,-4.590479838518453,-5.505361028409189,1.1261905105926326,1.1329459359555236,3.0515676220429775,6.277875914991106,9.02927514297,5.6108756230479395,-1.9359468010274488,-6.635364154566208,3.0126875942263847,-9.779857008501763,3.389206337657186,4.023443605067246,10.503514520704128,7.492825952338919,-1.738683103527104,-3.3570864528185855,3.0567781590551624,-10.169222504439698,0.19002178776731324,8.149736656108963,-5.1912452653168835,-8.558051124717872,-2.4307637924730336,8.508212329918672,-4.226082919573868,2.1813748730516034,6.534538271687779,11.69946379597142,2.9237025160567707,7.9696310677983675,-3.019022561892713,8.381333247535833,-9.758073738866962,-7.505577469925754,2.1797326786324867,-5.182260403117401,-3.7444600903867293,-7.677873994682614,0.5908800220857878,-0.19616371516355996,-0.06216114658777033,-0.662168322659275,-6.124193363121948,17.835342180338955,4.500946228236889,3.1352843246209714,6.362793702205644,248.57040761612996,0.03410101309418678,-0.049649737775325775,0.17072831094264984,0.07864731550216675,247.88244667133728,14720
4,0.5132030170094442,-3.0876386774689526,2.498813362183787,-5.3501477457354225,4.422436515990817,-2.1367213238115816,-4.940708744807957,-2.151091134472047,-0.8483693933164164,4.209918083282727,-6.849967057091331,12.418802202435344,-8.572212052543334,2.1265278783679893,0.0684063715008919,-4.572683887077837,-8.13272227968244,1.8684872568320736,-0.15605456188145958,0.924796055889484,5.691560823457086,9.120941102255903,4.301245772213311,-2.453808499856748,-6.627270986925076,2.7467988900555387,-7.829807794620358,3.015605280630072,2.5041492191629,9.795290209520697,7.7869374335866794,0.38810376581266737,-4.526501164426344,2.7988682992323075,-8.712454463735218,-1.7053230496063225,6.886521655006693,-5.012155127468696,-8.878911346868758,-1.6034500945313979,9.491504921992085,-4.188449818838199,1.3537432463354415,5.49305756916799,11.452159283896105,2.0065761607217976,7.850358795156237,-2.411193244199562,7.396050266381202,-9.480733627522973,-7.123657661215361,2.1446129461442807,-5.762558000664118,-2.5029995576241237,-6.973107872859957,1.38100158055999,0.4426767638244288,-0.1733664059612412,0.7861248500826394,-3.3673930985037996,17.53840773205697,5.418888177204301,0.9275926755407815,10.01109765684593,252.09674491679957,0.14874117076396942,-0.25222495198249817,0.09560348093509674,0.05341633781790733,248.4500615112143,20997
5,-1.5288674311911534,-5.005138951765399,1.9501907222438017,-4.577317137136521,4.7235259894001445,-3.4411783091452652,-4.447196055607162,-2.101358128191259,-0.6876228885394278,2.5244778804018466,-6.274739522899062,11.404436303404394,-9.571026837480066,1.7317874579379817,1.2766775800645673,-4.5670378619450345,-8.61403330729352,1.4360472722787754,-1.5149224385081888,0.09838881682458256,5.428951980405093,8.383422423837501,4.4579298509288945,-2.1666025775947113,-7.265087944722966,2.12511811408108,-8.165463330071992,3.51220289503284,3.886805748540286,9.676914911518564,7.588213792034484,-0.02574569170388996,-4.33009614659265,3.6904920215473958,-8.249442701027212,-0.44568130716382237,7.816952998935344,-3.822328411021212,-8.351339810299548,-4.082570154480815,9.868942776196002,-2.7214837795603235,0.7441004952250374,5.155492944133355,11.90501377857683,3.1046926671060153,7.771944973516236,-4.810462461472954,6.3901912655049955,-9.275037100815952,-6.059020677228607,2.45902754225523,-4.856839883101774,-3.308162512486355,-8.110572674823155,-0.06309019077751765,0.68554759133688,-0.49991560765516735,-0.16558878584931797,-4.8564764493707155,17.302971283628363,5.411872004699595,3.769162680173858,7.996406803014766,255.6755033265693,0.19076615571975708,-0.21835236251354218,-0.14548607170581818,0.21566711366176605,242.11162317660134,23792
6,-0.3247827649338173,-5.532736747803195,1.4558061877103181,-6.123459970133357,5.0002137260350885,-4.052401736291781,-2.8928983078505026,-2.4555708348880727,-0.2540906743876536,1.5856755872515407,-6.6235806957876004,13.124974279482572,-8.717235726586093,0.40266357796740987,1.4496996138829146,-4.417719142159196,-6.001488497277929,1.2468970188756945,1.1053828541281026,3.28117338339416,6.080188338967456,9.451144893824768,5.278593012527139,-1.3076100920929599,-5.864994529808305,2.704413174033591,-9.012413062889799,3.5534407132395627,3.993915611832234,10.462883473637245,7.56495370849229,-1.6229223043405256,-4.072979394367989,2.7923325617303587,-10.348301701492224,-0.16000199536789955,6.906850451808341,-4.313841242640105,-8.865026628428783,-2.2747037736613374,9.144718504083938,-3.6872234847464145,2.199080248491386,6.81780157520417,11.365064626951764,3.079898668388708,7.380030404124994,-3.028555662114437,8.084635348041195,-9.016078878621206,-7.858103578764904,1.771400669360978,-5.584245095604597,-3.463583521066627,-7.631566311657921,1.7870991074535372,-0.576447149959149,0.2260036936527519,0.5464851886563442,-6.410970761689076,17.557439092783607,4.745360429435102,2.605657955073352,7.576309495066189,226.2322602157072,0.042073581367731094,0.10988222062587738,0.1606673151254654,0.06998907029628754,225.8865952420207,39531
7,-7.736275395494856,-5.269637377421112,-2.147467325543403,-8.82212658854798,9.863319791041583,-7.250051461928211,2.6805520564691427,0.7777477926418966,2.3468341466284426,-5.641003859494104,-2.7721500663222334,2.476077773659814,2.08828797923045,5.075601920937324,3.383796066909437,-1.677835207855903,-0.6916865717162173,-3.7138742442968926,-6.311327985632089,-8.243017871577791,-5.521779150570227,-3.8152033905223712,7.52963632197083,-1.6128180582855658,-5.266500392071069,-4.663414025606442,-12.372660752776259,-2.77152528538165,-6.401929513743205,4.035089591265751,-0.30135581988655125,9.649521373300551,3.6680860150967685,-10.255591861808643,0.7265562908884544,5.266144875829075,-5.601940665570345,-4.879091026067185,1.9288384707715838,-3.9238758677289534,6.128919491208434,5.4997352350480995,4.526121764934382,-8.326089534663815,-3.293614156921914,0.35205713759772583,-0.7451485130270956,-5.104389846524912,10.744346767781371,-12.165324641275692,9.425717120080717,-6.857284715856676,5.823309663482772,-8.611257711830257,-5.2847512216332575,6.269719971814182,-2.2158648340597513,-6.57081786365871,-5.9418511850060876,-5.644657764482778,-2.3086808491142388,-6.65790859308726,13.210481054681793,2.238383213189551,197.13196870237226,-0.08159827440977097,-0.11742451041936874,0.2345828264951706,0.0716533213853836,145.81299769045626,22623
8,-0.6880395166179283,-1.964143340315737,3.1535648443603583,-4.3835756975127875,5.976160894130228,-2.5616674264763475,-4.046317978154449,-1.6291577484329067,1.8095330683913595,4.173244654097196,-5.4201120488798065,13.647220969931176,-10.48414023316565,2.2478870881459043,0.04100763146022446,-4.772354988015732,-8.325525437883165,3.5022659128694293,-0.06980415544385365,-0.10015458514082164,5.84119732437407,9.52201770341563,5.903159399836563,-1.2721876446635638,-9.065609326135187,4.460298398342141,-10.264317656284009,5.396253685573831,1.364066280435919,10.821000512559115,6.5533422818622515,-0.6669364108152238,-2.58704010613014,3.843904388548384,-9.72659361786196,-2.5283619506455026,7.697329270247529,-4.845247118805804,-7.123672208556345,-1.4732747329245486,9.634580561621462,-3.537253089788012,-0.5128761045682141,7.866547135933529,12.419033284985595,2.5607345273638327,6.408153906319901,-3.386728662097468,7.5736611629813755,-8.402140280054885,-6.9408958189196746,2.3873106884598836,-2.323310430347731,-0.5718814528895049,-5.83477203211258,2.2378951451408113,-0.9334826039466044,-0.165624149323838,0.8839630947045993,-3.6234945702430554,17.978841577848915,6.1142986630265685,1.744244135995927,9.048757602412723,253.3746809354146,0.1761980652809143,-0.10805352032184601,-0.007433389313519001,-0.05769505724310875,244.6507112965526,44794
9,-0.7079875924213244,-3.4945852247278677,2.811726426076879,-4.199777007359036,4.536794390112838,-3.4871046808810897,-4.662510445323417,-1.7397036597087907,1.0958593285481748,3.3818358603570444,-6.442057914083914,12.66912149510945,-9.695665638382234,2.4886994082317426,1.3186091084266842,-4.104970917998258,-8.284287649134692,2.1437542012471855,0.6726519599075426,0.2759494346816064,5.882689857953066,9.542099662030461,5.175242028874113,-3.127749617152253,-7.203526962193455,2.6252881298763184,-10.018407492132647,2.3394321427876457,2.2946217404679707,9.587828107536046,6.188051006185525,0.16416322367587138,-3.5176698963349926,3.3976981044275414,-8.729620393117768,-1.0805348207967564,6.79401820118434,-3.4758360016071603,-8.19389126107702,-1.8349134650749752,9.455962188367083,-2.9444510699845283,1.1529271020278569,6.101107869621081,11.639362054110222,1.536820639483327,6.999433498361031,-3.3851972600463216,8.697129410289225,-9.476464822908762,-6.601011394127314,1.7285229709505834,-4.14169876564079,-2.1114095427773587,-7.209915112582378,2.2851798792389015,-0.490250453818474,-1.2409871427333141,-0.10918875220758836,-3.2988879146013557,17.844318867737766,5.614685783486569,1.5778439977297798,8.733154806834216,257.77551688360234,0.07030072808265686,-0.139631450176239,0.025726094841957092,0.09843964129686356,253.09008824417162,24485
