,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,solution_25,solution_26,solution_27,solution_28,solution_29,solution_30,solution_31,solution_32,solution_33,solution_34,solution_35,solution_36,solution_37,solution_38,solution_39,solution_40,solution_41,solution_42,solution_43,solution_44,solution_45,solution_46,solution_47,solution_48,solution_49,solution_50,solution_51,solution_52,solution_53,solution_54,solution_55,solution_56,solution_57,solution_58,solution_59,solution_60,solution_61,solution_62,solution_63,objective,measures_0,measures_1,measures_2,measures_3,measures_4,measures_5,measures_6,measures_7,measures_8,threshold,index
0,-17.228920658970363,-24.882953249707256,-7.079793187578095,-19.978932126060982,-15.111266908800657,-7.51642135534487,-10.130991567367529,-0.34923662268317124,15.648867712791967,19.790633810035313,9.573473655191185,7.757784046407507,5.453082180170217,-7.443392424281882,-2.1762483686470775,-11.896205779213794,-13.07083651954419,-6.967754273198462,9.520920200310574,-10.391588694301792,21.485276829375593,9.777072283837404,-6.6353958825723955,-9.12441787680639,-12.359940439098192,4.005092978159338,0.26434184386247833,8.303999259877504,14.712784451323452,23.728916266285218,3.890836147595941,-8.66918307108509,20.536938824890097,-18.52776710567887,-3.9661171807293947,-3.5854224719607934,-15.103442794409249,-14.242526549248126,-0.4335550577764021,4.083225714063829,-10.112398538610256,4.236732273029881,-17.153412731712365,-8.194360600248627,7.6789529635230656,-1.3601850424751663,-19.35717629611451,-3.335267594614822,-5.685243024494758,10.458244701815056,12.9722112596493,-5.563541519904266,15.370522441412831,16.433084088211206,7.354448174258969,2.1101996565613765,22.046170140202808,-19.643900511195692,-15.3130791168097,-1.6681668823463698,-2.5002220172187006,-23.378550272544167,9.609283998565973,-1.3601327200803954,-83.15486756671005,-2.1232145123928787,-2.8777298188349234,0.5845236380894979,1.2702125708262126,0.003062693402171135,-0.2157374620437622,3.0,0.0,0.65,-83.29752367263626,20223
1,-2.1793834478338328,26.176573240856875,1.9471026036832693,19.65631773357928,-0.5630805953838975,7.3712165921836466,-5.5272716499789105,-6.482377190426935,17.770987087928745,-6.391867418565996,-4.916124286615461,-17.784053453019368,-4.109196295530101,2.378211984036744,-6.881114234881606,-0.08554870383691249,-6.28576883136129,-5.178225388648485,5.540092207297563,-22.339876014015505,20.559502545200232,2.431453009899693,-17.460840878644465,-0.5955878685990325,-12.05662306127324,6.158919550894719,-3.367340342575011,-4.533493392546756,16.750958253490793,-10.769052681754475,-7.406738148942002,1.143130347555425,22.202219791274263,16.381111034299902,-2.238631935222406,-10.039726248149563,2.8837349972978665,-5.901888308722453,-8.096684880118957,-0.9629733957426269,-17.375120012162434,6.877494717710181,9.900872608837792,-4.545724566513932,1.889227545350296,14.59096160628998,9.24867024112926,-9.494100068399764,12.781138170703914,-13.79082863157163,-2.0189574930665377,-2.3029035883145443,10.576312978129433,11.914551491888627,-3.3601669174513327,0.31356267965547135,-1.152873380659556,-5.616122703134404,-9.981490294512932,5.330725697210429,3.6562779490462054,5.737922315952737,-0.9494343119676687,-13.940055362232746,272.71295534724254,-2.6234999169684206,-2.518733577142288,0.11055471499760945,0.26905161142349243,-0.0032567341501514115,-0.38036680221557617,-1.786046511627907,0.18953724205493927,0.49584446251392367,272.53293214887907,34332
2,-13.199689454124869,14.10006068109057,-11.119715351182696,3.5715066858190667,-5.42722092707239,42.64115973151598,30.728236849106228,10.606673663367765,0.1379290486321545,-68.36267618292725,-4.7339128714394425,-12.02697609671108,-55.27509780925495,6.075031821577964,-23.097882607992464,-2.535379843857473,36.48349308598811,-5.347251314856216,-31.56470869411518,7.88444762371468,3.7627462193353605,-3.2233836672181377,18.173492648363236,-6.643482773735448,10.903576150815457,3.352080495521079,-13.991273594714936,-3.1282550465976424,21.414975645873806,0.4110468237698821,-8.876164399598178,18.15773790693956,-12.230714723852591,9.072931049115535,-5.366054942198636,-34.71155132296474,-15.601584020496547,7.518115205479065,6.0544157743480005,7.124755208132763,-17.367387674491606,31.65756942792527,-1.8007251047888364,3.563511106647977,-12.049326944132446,-9.884270490600539,-21.614821484126924,-5.1304676237699995,13.978783230254031,-15.36620014024343,-60.268196585913074,-23.929214010207794,6.414974737923559,44.3018905599639,5.1560901554496,16.24434345093411,-34.036703178767745,43.123812114473694,3.4025977638807876,28.62172421194196,8.821675129138752,-46.78470917207741,-26.22829261273027,-6.323246211448727,-94.88508145489978,-6.859576009301579,-6.95438454582849,0.13283168276151022,0.2794264554977417,0.003062693402171135,0.0034994284311930337,7.0588235294117645,0.0,0.65,-94.88514707817635,37928
3,-1.6661259540289106,25.06775667786964,-0.60446372004036,21.468731368304525,-3.0700250355186975,10.211396666698636,-7.914472528102257,-7.870200564108167,15.587697982378083,-10.166895686217114,-2.8028826544867695,-21.38806144828972,-3.5996208543941393,4.0598178479437355,-4.305424509404953,-2.0390349283130176,-10.633307666799437,-6.353175907298837,5.759117963453027,-28.973576020657188,16.081053205108525,3.2490615301837638,-16.955979523499337,-0.6564033225699297,-11.46926732215032,4.04043669821231,-2.596655044649225,-0.3855627732860522,18.98842618736355,-11.117769456264112,-4.143480944229466,1.384035117001876,19.453461062396382,17.054335666518597,-2.650083169805311,-9.18804228407163,3.998953429157423,-5.532367958979921,-11.447458292311694,-0.6745555617574175,-20.64954801098678,2.9126636323439072,11.82955603774367,-2.7472042319984435,6.904312604438439,16.02716000889051,8.752581424628662,-6.097118070028763,13.027820923248779,-10.313705763715062,-0.7027202650215607,-7.05584167891053,12.456992500623333,13.097355506643174,-4.150916576441339,1.268210410551759,-0.7454898669014853,-5.2488017272950795,-11.819826582994331,5.356388213413096,1.031040611656994,4.029204719668567,-0.6794513515199188,-11.752218569860338,272.2747367070924,-1.6317889047520502,-1.5439773355573685,-0.0985569457213084,0.19532763957977295,-0.2938627203305562,-0.45663179953893024,-1.2444444444444445,0.049591921269893646,0.3944756627082825,272.03214921008924,49762
4,-2.7553147728802996,23.559908794029003,1.8775860341250719,20.088392424330387,-0.5923314135949029,6.707757254278436,-5.610088608617897,-7.322062812640436,16.86695611250318,-7.823019658859348,-5.457011426116433,-16.254912490656114,-3.6216792732035015,3.750690563856707,-6.500585056345621,-1.0789643728413836,-8.324902167749913,-4.558935811592189,4.147497783255531,-24.198950109700448,19.547448555707202,3.396828764743952,-19.862101693999797,-1.9829282503379089,-11.539471093566014,6.897656597225415,-2.905486147060517,-3.5513544354469326,17.97682018965406,-12.681269981464995,-6.384818976359915,2.0141741634691392,21.431685482640468,16.42321377970583,-1.3454993573584022,-9.622720621837653,4.5643177933599555,-6.266761478567517,-7.952955942900215,-0.9762205929653139,-16.963290383255767,7.4660675306133735,9.775405807950548,-6.023085913110502,2.1361045286914093,14.080135709896092,7.60441942077828,-7.279533613647742,13.414267768989701,-11.525063848718181,-2.081584423127342,-3.244101095454394,10.18175321443679,11.127867562863663,-3.659189027336174,-0.9612977462078937,-1.4572720337296778,-5.494785573727984,-8.999954722406313,5.883528072901627,3.1299839520829464,2.4493678485975146,-0.8236786258574473,-13.05227560380876,265.8945660258375,-2.5460623912341585,-2.453752963312794,0.14594303568204245,0.3048591613769531,0.003062693402171135,-0.3726887106895447,-1.6774193548387097,0.21441087126731873,0.5565668284893036,260.25785625607676,69304
5,-11.312804817336975,-7.071184164129142,2.0878304486512467,3.157288696156217,3.1502568869908396,2.5516365931933316,5.454439094631265,18.333961447177927,-20.713325580000966,-14.804794237444368,-8.865007458290732,-12.222956842594924,6.031988159430134,-1.384177824343804,-7.658501945880858,18.713924965630255,-7.079046603312763,-15.422229141094979,-16.076005046931375,2.375673701041671,17.75565613082283,0.060591803462237505,4.812317105468655,2.9400312582479406,8.245305143153221,7.197963500585928,28.595166278580884,0.6246324026773955,24.056544396259675,14.039081767257924,-7.014606166199344,1.818553709657362,14.06528315166026,7.09060452712161,-5.077791588841411,-18.15978709799804,9.205884770935066,14.185979100667357,20.219847747973354,-12.882954394659176,-7.901428295404367,8.720064102088942,4.326931508745101,9.066740644962943,13.761586123761935,10.952853104085616,25.393666126925773,-1.741091597055925,10.835744205646066,-11.158222683246404,-9.997169042843854,8.188158842000107,3.2289738195483464,2.4392734941676393,-8.868803296646286,0.6488392281359847,4.4898840411548315,11.648494069080648,-25.096870330198165,-7.36651635424888,1.8177149514078033,16.035151975770855,-5.859297397361151,-14.759346253039192,13.926123080460457,-2.627766282838911,-2.8082514913738654,0.34239661693573,0.5731393098831177,0.003062693402171135,0.29798205693562824,-1.2984293193717278,0.4164358973503113,0.2283716142177582,10.77556938927345,35970
6,-12.303256640815237,-25.18781768287463,-6.092289931900376,-19.76067684727843,-17.21649441669712,-5.794175579376514,-12.654260866517955,0.7132615392590651,15.707476644022092,19.11609628881217,9.287470858533691,6.6524681760234605,0.2570551795772428,-8.644391024296723,0.35596983060125215,-5.321964806989768,-13.758884234409939,-8.996786268659326,6.5123802010680105,-11.55211278569046,20.296919218009204,11.706408591110858,-9.640741752410989,-7.5335533268345545,-12.11146975927968,-1.7965979295048622,0.06000854581193331,10.344719064281936,16.381426550567284,22.967604977488453,0.3044014812241128,-8.007395322171142,19.681533047900714,-20.42081843111954,-4.3328355170860275,-1.6803967995487792,-17.59933101913229,-17.269321335478494,-6.286037107202658,6.50851954713083,-12.310261805566283,1.6142667650173324,-10.114058599562226,-10.783473582934029,9.835745292979471,1.6979462412419575,-16.427700705359555,-9.165725248672434,-5.975064485586998,5.017218023921061,13.362514716975861,-4.087861520699489,17.311499393885136,16.71748799796384,7.214396812393966,-0.8102937890081379,18.92542205553499,-25.223806256078483,-13.324795088335344,0.25159938889945554,4.802201967012641,-22.80078191516678,10.695832452130167,1.2217176920370505,-81.02853421302169,-1.8586280742581462,-2.6884965931272795,0.6388488610585531,1.332037369410197,0.003062693402171135,-0.20536847909291586,2.816901408450704,0.0,0.65,-81.40492310822336,90239
7,-14.938369859600094,-7.988514845490519,0.020049817557448724,10.164869449015159,2.0181584340780145,-5.027103701717264,0.2177755758990842,12.370701893725458,-15.302230039524398,-14.289548330582198,-22.264956768678445,-12.705668260896935,5.696651859005832,-8.968836275081205,5.478797907467367,15.609849544802792,-21.111068486252673,-20.399707642698665,-21.130426248222527,1.843233420028952,17.381191681326168,-0.6650479589240437,12.589138883649365,5.908521271901483,19.772341677254747,4.736637809322742,27.043383532777888,8.924420123298301,19.43270929846758,21.510900118967932,-9.181440298221059,1.1631360250221088,13.518540617787465,12.706916773644853,-6.707042754435017,-11.083106113338022,4.78033970979352,6.995184262587074,20.846531554269227,-16.341525180746036,-15.887010392637555,17.573399324572215,4.816180498209286,4.403554228637992,17.290144219509177,-2.5601341077457587,23.545790326549973,-4.7738066857435095,5.202447174643103,-6.4817105698568,-14.660646036893528,9.85582950199707,-5.228528418905162,7.056101311030721,-15.454024728090015,-9.33592874072611,4.3514173322106195,10.432468786354637,-20.10126148126628,-11.80361259684055,0.5005163007683631,14.536373399476494,-5.574621114481696,-13.573124124473223,-30.49444587933681,-2.8095843258037507,-2.9278564660280306,0.3247459928194682,0.5772105058034261,0.003062693402171135,0.4837736288706462,-1.3406593406593406,0.36623793840408325,-0.04893538951873777,-32.598688984905536,63972
8,-12.058153196754471,-1.8770218830363832,-0.060374078988639834,7.680286490799055,1.6058139804791858,3.941191983946295,5.144370577967581,15.944752324067034,-17.433128681767645,-10.05633534159434,-13.59342830332283,-12.2088918588705,7.884912685967694,-0.5678395137695887,-2.1855038458230007,12.035700613215063,-8.02413496077307,-19.952240200226008,-17.888725079858055,1.413354212928844,19.887848635445145,-0.8191650413631263,6.303099998509108,4.184391769146526,10.081865215053499,7.0282062331545525,26.04349774401049,3.161309118919453,20.02354285987939,12.85979029328104,-8.79897686858396,2.5246063130971246,12.571778737957667,7.1195961463472,-4.190428816906552,-11.991104831707853,7.198941027576967,7.907675196255358,19.864161694714127,-17.03181170070627,-14.896733758246212,9.070060630741121,5.632583826472107,7.498870780105121,17.512311671177766,12.90785067850115,25.61140959854674,-1.8291025241718053,9.85577140409549,-4.315224573260397,-11.92484748409698,9.815744259949382,-1.373654221428979,0.40841387451847355,-10.9031854319301,-2.3505605813959423,8.427674541661682,10.363169654934676,-23.44781401697402,-7.098945429995601,3.4306878570743558,15.912609968698918,-7.15712019349825,-17.181239168223165,-74.49196273806683,-2.1930268150186394,-2.203228502472431,0.4892016251881917,1.0566353003184001,0.003062693402171135,0.5700151920318604,-1.024390243902439,0.7924764752388,-0.3217113971710205,-97.1518409920289,29026
9,-6.1706814239891745,3.198671234684192,0.34524757093541747,12.372202405127428,2.7509163322237433,-3.835208074303419,11.371588097527372,-9.311688020541515,-6.2919701262645695,-13.807062769109395,10.005314828565144,-8.452229843960776,11.90468093832436,-0.7553512904651227,-13.107449619222418,14.740582901981805,-11.056628105600941,-9.13346177422611,-5.152220559268671,-6.239830856616212,8.588250340052777,-5.90538874242034,-2.213013207933342,7.273736277767098,-7.8386658583975635,-9.588664029754081,8.830062437945713,-2.585490922049544,-10.369519353182088,-5.746800741470184,2.5439520805061098,12.291309077119022,16.208819417122776,4.843817984893992,10.416373423738374,-0.7696638379063097,5.315849290554779,-0.7392319941278276,-7.431917447275791,-13.957512305516858,-20.61000262320292,7.869712967032471,10.897265301281092,4.610770472429011,2.031716096470758,-6.07438134043521,-1.5589804660303521,6.248695185579383,10.284985523424385,-8.941815267236917,-10.83907474938267,0.7156314110044968,-0.0907261530528855,4.844868027530371,-4.2656629155090995,-3.946427465734626,11.589363888687428,-11.740058671487889,9.63354832590409,-9.468726009136521,-12.911272952441875,8.304974805723965,3.332256054821327,5.404927550096554,226.51212787981302,-2.2562811941189587,-2.5658549746566064,0.38260503609975177,0.649969220161438,0.003062693402171135,-0.41987582047780353,-1.830188679245283,0.30644750595092773,0.41027812063694,226.47534191617765,34981
