trial,query_num,alignment,regret,query_quality_max,query_quality_avg,query_quality_median,query_quality_min
0,0,0.4801230265990427,0.0,0.7434871104579106,0.07470268773842896,0.06298093679448602,-0.5706382330931667
0,1,0.4385206122165435,0.8498404639461422,1.3562956259602341,0.5051214663802992,0.3081423056978743,0.04790562816521414
0,2,0.09611333681613618,0.0,1.1038622167449037,0.4031796139448306,0.20966426743686115,0.08952770416069628
0,3,0.46435515370686886,0.0,1.1038622167449037,0.20701527888488663,0.14741856594390484,-0.5706382330931667
0,4,0.6406336640577298,0.0,1.3562956259602341,0.5824713039134286,0.6121255819693632,-0.2506615742452459
0,5,0.6873413210293243,0.0,0.31119924757137896,0.008409860701924142,0.06998557457666514,-0.41753095391701267
0,6,0.689430280840999,0.0,0.24043842532146914,-0.047682909107105015,0.01114261837348915,-0.4534552984968675
0,7,0.6232578150362483,0.0,0.2708442386682664,0.04232292316780906,0.038169710329983564,-0.1778919666569973
0,8,0.6101618060600702,0.0,0.6777030174336638,0.4162773811081084,0.35828113416525176,0.2708442386682664
0,9,0.3973370712119228,0.0,1.110793736393561,0.3394982632234065,0.20190680199290834,-0.15661428748575168
0,10,0.45067143771084006,0.0,0.5572314374000584,0.16274578686819532,0.25564133199486777,-0.41753095391701267
0,11,0.4419395950330422,0.0,0.6321350728742711,0.09478435728206817,0.10022882737543459,-0.4534552984968675
0,12,0.4972881510643167,0.0,0.36576403837166604,0.12588000445905168,0.1471851334751462,-0.15661428748575168
0,13,0.18557681134492027,0.931926074462447,0.10812928730234334,-0.0639365107816214,0.02682781174409187,-0.41753095391701267
0,14,0.18404690722728856,0.0,0.7712232056677861,0.3832820412652319,0.3031854159331747,0.15553412752679197
0,15,0.1303272618688595,0.0,0.5645844059853684,0.39303959146316325,0.36528139873587184,0.27701116239554086
0,16,-0.04915042053391602,0.931926074462447,0.09232836744852585,-0.13429456153103117,-0.20184964505741196,-0.22580732345782661
0,17,-0.34574156487745117,0.931926074462447,0.35067357845835406,0.2451556732158034,0.29102174311982265,0.04790562816521414
0,18,-0.35794165413219514,0.931926074462447,1.1038622167449037,0.1882864386272773,0.03340724584060911,-0.41753095391701267
0,19,-0.23016356597687448,0.0,1.3562956259602341,0.6031317235818344,0.4884621705347204,0.07930692729766303
0,20,-0.19215085006066565,0.0,0.27701116239554086,0.20558969362626411,0.23302034240592623,0.07930692729766303
0,21,-0.1782477503096252,0.0,0.27701116239554086,0.059692937914371934,0.05918743837384928,-0.15661428748575168
0,22,-0.020297188959486605,0.0,0.6777030174336638,0.12770750112630935,0.12532897049429315,-0.41753095391701267
0,23,0.0707815062983212,0.0,1.3562956259602341,0.7382458447294507,0.9236746636014072,-0.2506615742452459
0,24,0.1361742647934138,0.0,0.7303378484405328,0.4584321313724299,0.47392827476119737,0.15553412752679197
0,25,0.15049768779378955,0.0,0.31119924757137896,-0.14171604420883843,-0.2123040629549326,-0.4534552984968675
0,26,0.1368565610004197,0.0,0.2951715842949705,0.032009691465056764,0.041764377905251227,-0.2506615742452459
0,27,0.2604834539661613,0.0,1.1038622167449037,0.4236781442229728,0.2557717164246623,0.07930692729766303
0,28,0.16587060209387136,0.0,0.31119924757137896,0.2602321205625642,0.2708442386682664,0.18804075734234502
0,29,0.24505300673058533,0.0,1.3562956259602341,0.19298764601167673,-0.0654448717083298,-0.4534552984968675
1,0,-0.42170606855808546,0.7310226511606673,0.9123736766563734,0.3787699066832057,0.32175750688348165,-0.04080906369051385
1,1,-0.08161172901496352,0.6814862521830832,0.41175964973870505,0.02070938643236289,0.020342470053306798,-0.3696070441158671
1,2,-0.08262636628129948,0.6814862521830832,0.2659292590910779,0.05627621760725495,0.08565416658534247,-0.21213272183274304
1,3,-0.24678412806284716,0.6814862521830832,0.7253122355095087,0.275002009005365,0.25503579309521063,-0.13537578567847014
1,4,-0.26076832979438946,1.0713725424012497,0.7490670797500596,0.41312187405056644,0.4333474982403047,0.03672541997159669
1,5,-0.06834904088547772,0.7310226511606673,0.8210893438041318,0.26432711107095447,0.12565968447041576,-0.015100268461145344
1,6,0.11690086807274873,0.420767356716366,0.6549924850156342,0.1335584428851943,0.04247340620991265,-0.20570552589468222
1,7,0.11950294009221664,0.8599307415021845,0.4228568983986852,0.24090048139230083,0.22962551168669534,0.08149400379712744
1,8,0.1882169590106144,0.420767356716366,0.9123736766563734,0.2708158783717344,0.12678891827776667,-0.08268799972496922
1,9,0.3077107473623727,0.420767356716366,0.7253122355095087,0.22032399952360576,0.12442140841639773,-0.09285905424788127
1,10,0.27001038488534673,0.420767356716366,0.9851241726082426,0.5905979942525469,0.6862832030904497,0.0047013982210455385
1,11,0.3474169817552342,0.420767356716366,0.323888653335511,0.22369056576889662,0.244689802971474,0.08149400379712744
1,12,0.36511853807443123,0.420767356716366,0.9123736766563734,0.5193049303071718,0.4827530745464401,0.1993398954794337
1,13,0.2563390168697329,0.6814862521830832,0.41175964973870505,0.1282711626255027,0.1344979997138706,-0.1676709986644354
1,14,0.3387481679182259,0.420767356716366,0.05366769504945698,0.04537110504319899,0.04554565257587115,0.03672541997159669
1,15,0.28795909413058524,0.420767356716366,0.6269564380547972,0.28740706675592054,0.3556913428969438,-0.18871085682500258
1,16,0.2813022020308593,0.420767356716366,0.5706160784624752,0.14278422608317137,0.1850639349930387,-0.3696070441158671
1,17,0.2786524602814829,0.6814862521830832,0.6017189082549033,0.19567218749295942,0.0980350550890399,-0.015100268461145344
1,18,0.2586829396709082,0.6814862521830832,0.2121173968611988,-0.004413369008548829,0.0699180856102365,-0.3696070441158671
1,19,0.24979263543791957,0.6814862521830832,0.2659292590910779,0.03435276418183811,-0.00204182185945858,-0.12443455864480832
1,20,0.3070147449870545,0.6814862521830832,0.543303754301571,0.11897923772531019,-0.013288869854908165,-0.04080906369051385
1,21,0.33575975236310485,0.6814862521830832,0.6017189082549033,0.3918942281789628,0.41079989172445686,0.14425822101203437
1,22,0.3114885206568649,0.6814862521830832,0.8210893438041318,0.1696790828423958,0.15826785681005523,-0.45890872605465904
1,23,0.34216922397599914,0.7846795330383673,0.04554565257587115,-0.10426753335386929,-0.10190556264307396,-0.2588046607052004
1,24,0.35271593117682304,0.7846795330383673,0.9123736766563734,0.4245865649734793,0.4281417000087608,-0.07031081677997766
1,25,0.3218673856944363,0.7846795330383673,0.2234503468518701,0.024922087832870067,0.0003362815622092452,-0.12443455864480832
1,26,0.2517189190277409,0.7846795330383673,0.9123736766563734,0.5752868821914285,0.7147914578999273,-0.04080906369051385
1,27,0.2744576654736396,0.7846795330383673,0.47600562420381315,0.152225249207006,0.06292681094463967,0.007041750734931511
1,28,0.24559253611430615,0.3635413282830806,0.31763086076309477,0.15671690016052878,0.20572864617031625,-0.10222055246161214
1,29,0.37616317289872075,0.0,0.6269564380547972,0.2604975883839717,0.2913524570727626,-0.1676709986644354
2,0,0.17137335945281174,1.459723814545231,0.914905984643354,-0.21640642520485143,-0.5485604137126098,-0.6834108580375402
2,1,0.4858562806562058,0.7828338438110639,1.23121793901806,0.30329393807834326,0.24172001097187223,-0.5014822086484313
2,2,0.768056013651335,0.044893393072222385,-0.07996347966127118,-0.42204669051159105,-0.37893566478176244,-0.850351952821568
2,3,0.8544760377302069,0.044893393072222385,0.3490026445576402,-0.26928052100703237,-0.36549876755226507,-0.6951271934812395
2,4,0.8183683878232182,0.0,0.3780993336522985,0.17581018251347452,0.2103915411310785,-0.09564168586055743
2,5,0.8521645773876133,0.0,-0.19164323237416853,-0.3274509827577062,-0.22387287756306345,-0.6704149435305292
2,6,0.8192210361145063,0.0,-0.029555881709985105,-0.33712335860533127,-0.24730815592207056,-0.8243212408671987
2,7,0.7689690619121612,1.0658349550510307,1.23121793901806,0.3176396665327208,0.13360864583717463,-0.227876564561526
2,8,0.831843010974735,0.0,1.1759443881241503,0.3512896841433592,0.1609748243374766,-0.09273530022566658
2,9,0.7995314890401567,0.0,0.19753686780418023,-0.13103930379697132,-0.06114559096782584,-0.5994029010564138
2,10,0.8477000893935018,0.0,-0.07996347966127118,-0.42485963901976,-0.27330868099517425,-1.0728577144274203
2,11,0.826870575080494,0.0,-0.07996347966127118,-0.36546607409469695,-0.2148081900854274,-0.9522844365466618
2,12,0.9029306344052371,0.0,0.3726690256944245,-0.1930461963232547,-0.18807645599322742,-0.7687008990009885
2,13,0.8598497900362155,0.0,0.3400298374678589,-0.12853461264750143,-0.13895434157780184,-0.576259604902261
2,14,0.9268022587339537,0.0,-0.227876564561526,-0.644091345359278,-0.6959985288461819,-0.9564917591832229
2,15,0.8968649582969085,0.0,0.914905984643354,0.12201909735419458,0.05552212821708241,-0.5378738516607405
2,16,0.8894852055391398,0.0,-0.17884567686664593,-0.5439189871749848,-0.5222729176433157,-0.9522844365466618
