query_num,trial,method,alignment,regret,quality_avg,quality_max,quality_min,quality_median
0,0,CMA-ES,0.31598252523511344,9.327345413833772,-0.08894988289159053,-0.08894988289159053,-0.08894988289159053,-0.08894988289159053
1,0,CMA-ES,0.4968123604385726,7.833772969508703,-0.1435842780653595,-0.1435842780653595,-0.1435842780653595,-0.1435842780653595
2,0,CMA-ES,0.629323703976695,3.504779615508152,-0.3075917950617779,-0.3075917950617779,-0.3075917950617779,-0.3075917950617779
3,0,CMA-ES,0.6722132017342635,8.909287688902262,-0.33860383808133593,-0.33860383808133593,-0.33860383808133593,-0.33860383808133593
4,0,CMA-ES,0.6587892619118155,3.504779615508152,0.3142051296225885,0.3142051296225885,0.3142051296225885,0.3142051296225885
5,0,CMA-ES,0.7360481705152652,3.504779615508152,-0.16873398148475746,-0.16873398148475746,-0.16873398148475746,-0.16873398148475746
6,0,CMA-ES,0.7062349859020061,3.504779615508152,-0.19719773573349786,-0.19719773573349786,-0.19719773573349786,-0.19719773573349786
7,0,CMA-ES,0.6692138907876217,6.678707657209037,0.0013443631196134861,0.0013443631196134861,0.0013443631196134861,0.0013443631196134861
8,0,CMA-ES,0.7547931741666841,8.909287688902262,-0.07322768203593834,-0.07322768203593834,-0.07322768203593834,-0.07322768203593834
9,0,CMA-ES,0.7196809332470868,7.833772969508703,0.27546435588944473,0.27546435588944473,0.27546435588944473,0.27546435588944473
10,0,CMA-ES,0.670157984065659,7.833772969508703,0.05274877146861356,0.05274877146861356,0.05274877146861356,0.05274877146861356
11,0,CMA-ES,0.7734711390419438,4.593647654585363,0.11556963665364961,0.11556963665364961,0.11556963665364961,0.11556963665364961
12,0,CMA-ES,0.7646389597720632,4.593647654585363,0.402608746077171,0.402608746077171,0.402608746077171,0.402608746077171
13,0,CMA-ES,0.7581699497182739,3.504779615508152,0.031056003119853768,0.031056003119853768,0.031056003119853768,0.031056003119853768
14,0,CMA-ES,0.6939569502939575,4.593647654585363,0.32990474263483754,0.32990474263483754,0.32990474263483754,0.32990474263483754
15,0,CMA-ES,0.6939569502939579,4.593647654585363,0.449056969067028,0.449056969067028,0.449056969067028,0.449056969067028
16,0,CMA-ES,0.6939569502939577,4.593647654585363,0.449056969067028,0.449056969067028,0.449056969067028,0.449056969067028
17,0,CMA-ES,0.6939569502939579,4.593647654585363,0.449056969067028,0.449056969067028,0.449056969067028,0.449056969067028
18,0,CMA-ES,0.6939569502939579,4.593647654585363,0.449056969067028,0.449056969067028,0.449056969067028,0.449056969067028
