query_num,trial,method,alignment,regret,quality_avg,quality_max,quality_min,quality_median
0,0,CMA-ES-IG,0.6520424991402092,0.13101501660401893,-0.4572230439689966,-0.4572230439689966,-0.4572230439689966,-0.4572230439689966
1,0,CMA-ES-IG,0.8494998030225819,0.13101501660401893,-0.11099876876564138,-0.11099876876564138,-0.11099876876564138,-0.11099876876564138
2,0,CMA-ES-IG,0.817261635503709,0.45928357934026265,0.05261883109516289,0.05261883109516289,0.05261883109516289,0.05261883109516289
3,0,CMA-ES-IG,0.8775059321578556,0.008643786984879442,-0.15152062760215812,-0.15152062760215812,-0.15152062760215812,-0.15152062760215812
4,0,CMA-ES-IG,0.9135144903127761,0.45928357934026265,0.22403768636103466,0.22403768636103466,0.22403768636103466,0.22403768636103466
5,0,CMA-ES-IG,0.937569931603081,0.008643786984879442,0.6349273458186636,0.6349273458186636,0.6349273458186636,0.6349273458186636
6,0,CMA-ES-IG,0.9361507487932285,0.44495665440710686,0.48854796114866417,0.48854796114866417,0.48854796114866417,0.48854796114866417
7,0,CMA-ES-IG,0.9243678094437529,0.008643786984879442,0.7678898020651933,0.7678898020651933,0.7678898020651933,0.7678898020651933
8,0,CMA-ES-IG,0.9220975075466535,0.008643786984879442,0.7463706045561893,0.7463706045561893,0.7463706045561893,0.7463706045561893
9,0,CMA-ES-IG,0.910210400937204,0.008643786984879442,0.8813503179626577,0.8813503179626577,0.8813503179626577,0.8813503179626577
10,0,CMA-ES-IG,0.90696684482597,0.008643786984879442,0.8183310913366026,0.8183310913366026,0.8183310913366026,0.8183310913366026
11,0,CMA-ES-IG,0.9155135605083707,0.008643786984879442,0.8801770596258481,0.8801770596258481,0.8801770596258481,0.8801770596258481
12,0,CMA-ES-IG,0.899169351534342,0.008643786984879442,0.9013962890114273,0.9013962890114273,0.9013962890114273,0.9013962890114273
13,0,CMA-ES-IG,0.9011204301280817,0.008643786984879442,0.8153131678796712,0.8153131678796712,0.8153131678796712,0.8153131678796712
14,0,CMA-ES-IG,0.9000108319596309,0.008643786984879442,0.9413441764995839,0.9413441764995839,0.9413441764995839,0.9413441764995839
15,0,CMA-ES-IG,0.8983013343683963,0.008643786984879442,0.8662156996395973,0.8662156996395973,0.8662156996395973,0.8662156996395973
16,0,CMA-ES-IG,0.9048512386046592,0.008643786984879442,0.8983955689950347,0.8983955689950347,0.8983955689950347,0.8983955689950347
17,0,CMA-ES-IG,0.9081080868192942,0.008643786984879442,0.8708844607594033,0.8708844607594033,0.8708844607594033,0.8708844607594033
18,0,CMA-ES-IG,0.9089734888756468,0.008643786984879442,0.9398376085671583,0.9398376085671583,0.9398376085671583,0.9398376085671583
19,0,CMA-ES-IG,0.910061655774345,0.008643786984879442,0.9021700410464678,0.9021700410464678,0.9021700410464678,0.9021700410464678
0,1,CMA-ES-IG,0.1748924986173768,1.9637638583202968,-0.1770625043686107,-0.1770625043686107,-0.1770625043686107,-0.1770625043686107
