query_num,trial,method,alignment,regret,quality_avg,quality_max,quality_min,quality_median
0,0,IG,0.9744865635409735,0.015438134328755293,-0.03662936141978992,0.5603831792091378,-0.6573537502943658,0.18314680709894957
1,0,IG,0.9904005385631521,0.015438134328755293,-0.40249981213845826,-0.17730349326828843,-0.8431815538499838,-0.33233335043820017
2,0,IG,0.99849060086942,0.015438134328755293,0.11651837495509501,0.7717848031312938,-0.6573537502943658,0.18314680709894957
3,0,IG,0.9950986681414168,0.0,0.20356496552228212,0.9570381007326646,-0.6573537502943658,0.23388203137677105
4,0,IG,0.9934863422074888,0.0,-0.04596790485492601,0.16044440800343923,-0.5603831792091378,0.07519270052177959
5,0,IG,0.9996216023976991,0.0,0.03223274024238458,0.08617623601372161,-0.06307623304454818,0.05842663489221951
6,0,IG,0.9983021425106992,0.015438134328755293,0.18207089255009196,0.21384481058958088,0.16116936173507387,0.1768680951780068
7,0,IG,0.9981161932913807,0.015438134328755293,-0.22612857833024141,-0.19517881001157378,-0.26417848091060137,-0.22178411893172462
8,0,IG,0.9980615439232587,0.015438134328755293,-0.24020593658768835,-0.09438031017839857,-0.6643040412781369,-0.13442883292520744
9,0,IG,0.9993514850756937,0.015438134328755293,-0.1328941622899762,-0.07689582531730636,-0.18314680709894957,-0.13405409478923114
10,0,IG,0.9997363441435053,0.015438134328755293,0.031518237382247585,0.16966302262198665,-0.4454741091377839,0.14872101208356292
11,0,IG,0.9994437717853785,0.015438134328755293,-0.019530379130005236,0.2231104523133493,-0.9387087963196612,0.2093556947472841
12,0,IG,0.9986045795016468,0.015438134328755293,-0.05648009762094743,0.18314680709894957,-0.9387087963196612,0.15617459447056026
13,0,IG,0.9983457885490121,0.015438134328755293,-0.25183883163105353,-0.1119328624562874,-0.6946045207321232,-0.14224352208147198
14,0,IG,0.9984253080093444,0.015438134328755293,-0.14271882722572665,-0.10903185235202217,-0.18314680709894957,-0.13789214599495692
