query_num,method,alignment,regret,quality_avg,quality_max,quality_min,quality_median
0,IG,-0.421206342733776,0.0014781898514964475,0.22685509593717815,0.22909323698046705,0.2261090489227485,0.2261090489227485
1,IG,-0.6451102663918643,0.00323630684793641,0.22685509593717812,0.22909323698046705,0.2261090489227485,0.2261090489227485
2,IG,-0.42117268612443787,0.0014781898514964475,0.22834718996603742,0.22909323698046705,0.2261090489227485,0.22909323698046705
3,IG,-0.4211726861244377,0.0014781898514964475,0.2261090489227485,0.2261090489227485,0.2261090489227485,0.2261090489227485
4,IG,-0.6450737762274772,0.00323630684793641,0.22685509593717815,0.22909323698046705,0.2261090489227485,0.2261090489227485
5,IG,-0.6450737762274772,0.00323630684793641,0.2261090489227485,0.2261090489227485,0.2261090489227485,0.2261090489227485
6,IG,0.008442375998019749,0.0014781898514964475,0.22760114295160777,0.22909323698046705,0.2261090489227485,0.22760114295160777
7,IG,-0.4212391548777986,0.0014781898514964475,0.22685509593717815,0.22909323698046705,0.2261090489227485,0.2261090489227485
8,IG,0.4942657502336512,4.114842727054313e-06,0.22685509593717815,0.22909323698046705,0.2261090489227485,0.2261090489227485
9,IG,0.33863775571833726,0.0008176426730220343,0.22685509593717815,0.22909323698046705,0.2261090489227485,0.2261090489227485
10,IG,0.008025597620564708,0.0014781898514964475,0.22685509593717812,0.22909323698046705,0.2261090489227485,0.2261090489227485
11,IG,-0.716239956131459,0.0037112287646994258,0.2283471899660374,0.22909323698046705,0.2261090489227485,0.22909323698046705
12,IG,-0.7380672369672256,0.0037112287646994258,0.22685509593717815,0.22909323698046705,0.2261090489227485,0.2261090489227485
13,IG,-0.7162231293364645,0.0037112287646994258,0.22834718996603742,0.22909323698046705,0.2261090489227485,0.22909323698046705
14,IG,-0.7380615608764983,0.0037112287646994258,0.22685509593717815,0.22909323698046705,0.2261090489227485,0.2261090489227485
15,IG,-0.746013047148202,0.0037112287646994258,0.22760114295160777,0.22909323698046705,0.2261090489227485,0.22760114295160777
16,IG,-0.7507087791583598,0.0037112287646994258,0.2264919598673826,0.2276406927012849,0.2261090489227485,0.2261090489227485
17,IG,-0.7507087791583597,0.0037112287646994258,0.2261090489227485,0.2261090489227485,0.2261090489227485,0.2261090489227485
18,IG,-0.7450763331394945,0.0037112287646994258,0.22760114295160777,0.22909323698046705,0.2261090489227485,0.22760114295160777
19,IG,-0.7507144971924886,0.0037112287646994258,0.22760114295160777,0.22909323698046705,0.2261090489227485,0.22760114295160777
0,IG,-0.5497564962262936,0.004004640996577269,-0.3392439198205093,-0.33826712715082047,-0.3402207124901981,-0.3392439198205093
