query_num,method,alignment,regret,quality_avg,quality_max,quality_min,quality_median
0,CMA-ES-IG,0.12381812070752153,0.5642922556749821,0.03789873306358841,0.18355128825454656,-0.09155400615752893,0.029798825078667993
1,CMA-ES-IG,0.17178320406533396,0.0026378653941292463,0.12214814194247064,0.20015275624291534,0.006972209245958237,0.1407338011405045
2,CMA-ES-IG,0.3100601084561725,0.25102918901912075,0.10573700938805385,0.26180449677348006,-0.06352187614098587,0.1123327084598606
3,CMA-ES-IG,0.372497708691165,0.0026378653941292463,0.2497940351807775,0.37018654822587826,0.1513432798267251,0.2388231563352533
4,CMA-ES-IG,0.39318669876264284,0.24731380163305383,0.3597420906304379,0.4391313388956988,0.2936350580246129,0.35310098280071994
5,CMA-ES-IG,0.4786524797071606,0.24731380163305383,0.4224853116928545,0.511600503968528,0.3747788453188504,0.40178094874201986
6,CMA-ES-IG,0.5584309484351773,0.24731380163305383,0.3943147065304079,0.560608787874054,0.12584981200516213,0.44540011312120764
7,CMA-ES-IG,0.5478429148482147,0.24731380163305383,0.5213361674000179,0.5513945386196855,0.454050458216904,0.539949836381741
8,CMA-ES-IG,0.6192709825624109,0.24731380163305383,0.5490068507270789,0.6259133091710573,0.48481514755362953,0.5426494730918143
9,CMA-ES-IG,0.6984642094594706,0.24731380163305383,0.5919720300450764,0.6861790844745138,0.5580577351258746,0.5618256502899585
10,CMA-ES-IG,0.6901930199363074,0.24731380163305383,0.6360767138314432,0.6971794775730867,0.5969312229794427,0.6250980773866217
11,CMA-ES-IG,0.6774655516256274,0.24731380163305383,0.6121843997859395,0.6343130927004186,0.5901354178488704,0.6121445442972344
12,CMA-ES-IG,0.6686654920490671,0.24731380163305383,0.5965098018136701,0.6265289476618646,0.550855116570014,0.6043275715114009
13,CMA-ES-IG,0.615236116063724,0.24731380163305383,0.6030290062082022,0.6255420982484852,0.571605928189226,0.6074839991975488
14,CMA-ES-IG,0.6102097081829735,0.24731380163305383,0.6093129254953039,0.6509680942495438,0.582223917959744,0.602029844885964
15,CMA-ES-IG,0.6332717878752493,0.24731380163305383,0.6311644326915126,0.6488465656103103,0.5941121818371388,0.6408494916593007
16,CMA-ES-IG,0.6765734998603178,0.24731380163305383,0.6361069330798563,0.6599015460917569,0.5998445284445453,0.6423408288915617
17,CMA-ES-IG,0.6860052007975116,0.0025752405959100777,0.6497438303853251,0.671271977711334,0.6258400608796775,0.6509316414751445
18,CMA-ES-IG,0.6667449386354212,0.24731380163305383,0.6546726673070007,0.6703359326176725,0.6314841448154783,0.658435295897426
19,CMA-ES-IG,0.6151050589729301,0.8108585547989549,0.6374491322448281,0.6778689095518349,0.6190192080137176,0.62645420570688
20,CMA-ES-IG,0.6241632369565181,0.8097456245897932,0.6396582032199722,0.6750938445328629,0.5653799369385484,0.6590795157042388
21,CMA-ES-IG,0.6379014758770005,0.8108585547989549,0.6701884565979602,0.6994032764342403,0.6583923104319709,0.6614791197628149
22,CMA-ES-IG,0.592812136627638,0.8108585547989549,0.6564819062261842,0.6828305465618077,0.612029112872414,0.6655339827352575
23,CMA-ES-IG,0.5682848352638903,0.8097456245897932,0.6867591111866767,0.6917005174165511,0.6811404580553737,0.6870977346373907
24,CMA-ES-IG,0.5810684414280957,0.8097456245897932,0.6960250316527722,0.7080068033129016,0.6825226553083495,0.6967853339949188
25,CMA-ES-IG,0.5885938494337747,0.8097456245897932,0.7004673694330237,0.7079075919189036,0.6953351830439612,0.6993133513846148
26,CMA-ES-IG,0.5848923548292537,0.8097456245897932,0.6946395629062815,0.703730649103611,0.6849383823273246,0.6949446100970951
