query_num,method,alignment,regret,quality_avg,quality_max,quality_min,quality_median
0,CMA-ES-IG,0.3747811368874141,0.000198485061157605,0.41524579810847684,0.49155557396400895,0.38980920615663284,0.38980920615663284
1,CMA-ES-IG,0.3268553763261258,0.014909114640219379,0.4683159657982599,0.49155557396400895,0.4321341489908414,0.4747870701190946
2,CMA-ES-IG,0.417361731544425,0.000198485061157605,0.4790702310479943,0.49857798974436934,0.4345917865195899,0.49155557396400895
3,CMA-ES-IG,0.35547155609891984,0.00770634521239888,0.4822020160677774,0.4982782102123244,0.4555653347754327,0.48748225964167624
4,CMA-ES-IG,0.3712680648834341,0.000198485061157605,0.4996099357990982,0.5083941225903952,0.4831712131019281,0.5034372037520347
5,CMA-ES-IG,0.3874446007343123,0.000198485061157605,0.4974620996830823,0.5147709067030931,0.45832350046294007,0.5083769957831481
6,CMA-ES-IG,0.39259208516790234,0.009319864558289481,0.4998783073703166,0.5151161085652213,0.4710482244685826,0.5066744482237312
7,CMA-ES-IG,0.37993087079899057,0.009319864558289481,0.5034297640737238,0.5151161085652213,0.47509271657405755,0.5117551155778082
8,CMA-ES-IG,0.37824031909450245,0.009319864558289481,0.5038759385461852,0.5151161085652213,0.47084583221333304,0.5147709067030931
9,CMA-ES-IG,0.3713925836326395,0.009319864558289481,0.5087268470800622,0.5151161085652213,0.49024946634884126,0.5147709067030931
10,CMA-ES-IG,0.36453897301569643,0.009319864558289481,0.5088994480111263,0.5151161085652213,0.49024946634884126,0.5151161085652213
11,CMA-ES-IG,0.36084895356272023,0.009319864558289481,0.5153191185447114,0.5162733503453099,0.5147709067030931,0.5151161085652213
12,CMA-ES-IG,0.3795082874220849,0.009319864558289481,0.5013075542134919,0.5166030308699203,0.49155557396400895,0.49853580601001934
13,CMA-ES-IG,0.39263059650601284,0.009319864558289481,0.5103703226419404,0.5166878157585515,0.49191709359397984,0.5164381906076151
14,CMA-ES-IG,0.391760967982682,0.009319864558289481,0.5164381906076151,0.5166030308699203,0.5162733503453099,0.5164381906076151
15,CMA-ES-IG,0.39182081103042843,0.009319864558289481,0.516532671522115,0.51698095452792,0.5162733503453099,0.5164381906076151
