query_num,method,alignment,regret,quality_avg,quality_max,quality_min,quality_median
0,Random,0.1721112358531619,0.23783324840790065,0.07079416120312085,0.20667885225781124,-0.039362076848351316,0.057929934701511726
1,Random,0.2683399920321829,0.23914863451347879,-0.05200102423580952,0.10630457952850207,-0.1601140737942267,-0.07709730133875672
2,Random,0.3381127911068494,0.020784291090896634,-0.08659961343671135,0.11279020891226503,-0.17553923610279443,-0.14182471327815802
3,Random,0.36771313786188714,0.7286100131805275,0.01600906178089366,0.12011474833993242,-0.03675206102585273,-0.009663220095252521
4,Random,0.29554672790811626,0.2862505418847272,-0.01637684406049186,0.04604494996655024,-0.17337619646298313,0.030911935127232736
5,Random,0.30757470400556003,0.2862505418847272,0.05741001458744544,0.24514772139104923,-0.17250238230295653,0.07849735963084453
6,Random,0.47107593938994097,0.2862505418847272,0.02379166596825695,0.3469901189747601,-0.2686833113593488,0.008429928128808245
7,Random,0.6627781257641604,0.28669410896826175,-0.057953527954533346,0.0745279990588904,-0.16465124430287897,-0.0708454332870724
8,Random,0.4481664257902256,0.024505447343420084,0.014327554776049715,0.101789239783622,-0.03676064171577958,-0.003859189481821781
9,Random,0.5784407885921001,0.28531351027651697,-0.09940115243842643,0.07518464529679848,-0.2981271874253528,-0.08733103381257568
10,Random,0.5522462750615686,0.020225917334584675,0.10564315763799376,0.23014805562999277,-0.08246059662792823,0.13744258577495527
11,Random,0.4570296483090413,0.024505447343420084,-0.039741408625243495,0.08687769557447797,-0.2219501152197687,-0.011946607427841621
12,Random,0.5815554467082593,0.28531351027651697,0.0802418550607939,0.14051641304632562,0.017131502439761467,0.08165975237854424
13,Random,0.4137853428549697,0.20580436712002825,0.15472629194838972,0.27638250562159467,0.012597745788639899,0.16496245819166216
14,Random,0.5161957233095067,0.02008442174578695,-0.0089390582392398,0.18839461358067183,-0.12259621758895659,-0.050777314474337226
15,Random,0.5973578627339503,0.0033501929798163133,0.05783940054134502,0.3792228066056311,-0.21281304962584052,0.03247392259279473
16,Random,0.5805413356149306,0.0033501929798163133,0.10588071398943992,0.2321638622740239,-0.005016554177226693,0.09818777393048121
17,Random,0.5798940503276292,0.0033501929798163133,0.07555277490317037,0.4191454464191635,-0.3071846098613431,0.09512513152743055
18,Random,0.5799680625658954,0.0033501929798163133,0.055296421993205086,0.2495301810760762,-0.20982453700632714,0.09074002195153565
19,Random,0.65997163126699,0.0031734207610809584,-0.01716098594600366,0.22135951390055594,-0.2947835853577159,0.00239006383657267
20,Random,0.5871078914394665,0.0033501929798163133,-0.0004228519695192723,0.15754521937551802,-0.24962330894393978,0.04519334084517234
21,Random,0.5834036352489751,0.0033501929798163133,-0.07996623257616306,0.23357074353864862,-0.39220572193114006,-0.0806149759560804
22,Random,0.5803556870515075,0.0033501929798163133,-0.24014284026508326,-0.008248524855300138,-0.39921285433799913,-0.2765549909335169
23,Random,0.3910491579906915,0.8519705166423481,0.08007629740026134,0.11048991144303166,0.05441485940678878,0.07770020937561248
24,Random,0.3869355477400732,0.8519705166423481,-0.02618758827805024,0.2162098720778466,-0.2924831937996598,-0.014238515695193868
25,Random,0.39901890952047236,0.8519705166423481,-0.025639658717612382,0.27066573887213063,-0.2538432347138692,-0.059690569514355474
26,Random,0.5434316666401161,0.6415097121592068,-0.03088667583320523,0.14764782569153137,-0.39173782781815686,0.06027164939690227
27,Random,0.4017799819768204,0.8519705166423481,0.04537180389247957,0.2120779476785616,-0.13574919295343957,0.05257923042239812
28,Random,0.36682928625327543,0.8519705166423481,0.08031648822432785,0.2568873751614585,-0.10582629674370551,0.08510243723977924
29,Random,0.47389887726038,0.28901454962981354,0.07659894229079357,0.1857143245737605,-0.07287846493174106,0.09677995476057741
0,Random,0.3812119013272001,0.29679772216034284,-0.05659448184334292,0.23680586141251952,-0.3345011302954721,-0.06434132924520955
1,Random,0.39847102704681825,0.79356821902629,0.14441484542462135,0.3303501468477282,0.02619572121610342,0.1105567568173269
2,Random,0.49232693531900557,0.3570481355642121,0.04516627682642992,0.27275074568240854,-0.13354239158742157,0.020728376605366347
