query_num,trial,method,alignment,regret,quality_avg,quality_max,quality_min,quality_median
0,0,CMA-ES,0.8165146107601665,0.6044593724720687,-0.04942109887553214,0.6176699646814676,-0.4749487548155796,-0.23932337089682398
1,0,CMA-ES,0.9515640817766137,0.16351730672984766,0.27243782949848716,0.7376052078570033,-0.6542025856190457,0.4387813744945876
2,0,CMA-ES,0.9992438779744781,0.0,-0.1217069454412111,0.652747400682461,-0.8628747616748902,-0.21065004974711568
3,0,CMA-ES,0.9827711838534439,0.0,0.28528153701180176,0.5886755642395941,-0.1872600014518846,0.3268484968462266
4,0,CMA-ES,0.9798810052509717,0.0,0.3246179497576041,0.684832822792791,-0.2525725316829171,0.35300239515930265
5,0,CMA-ES,0.9957919332636475,0.0,0.2584448578344626,0.46873880778839994,0.04975156392973396,0.1831685423392598
6,0,CMA-ES,0.9970238133202027,0.0,0.34510638341429745,0.8095849907736467,-0.24531826244210325,0.6158828466657537
7,0,CMA-ES,0.9990669237141375,0.0,0.4533600253511543,0.9035841886679487,0.041394807407803144,0.3551607169913188
8,0,CMA-ES,0.9994483274301724,0.0,0.5176521240943839,0.7084356140575453,0.19616847076051902,0.537876305285319
9,0,CMA-ES,0.9931172126730552,0.0,0.41744528168410566,0.6647205288154123,0.22821947364192308,0.36016233582130736
10,0,CMA-ES,0.9989318321425955,0.0,0.27726126607542734,0.46980983913242863,-0.04535783102970227,0.4322774483984994
11,0,CMA-ES,0.9998782685857931,0.0,0.5050367572607584,0.7305951889277396,0.28837737053937296,0.4630852636458859
12,0,CMA-ES,0.9998467105052806,0.0,0.37393054705265816,0.7007968148644778,0.17908015368027533,0.3193188054447098
13,0,CMA-ES,0.998981446483822,0.0,0.5440847108754563,0.6260151812772919,0.379859126599876,0.5792943851419421
14,0,CMA-ES,0.998287799837559,0.0,0.3003782313440668,0.5096579923987843,0.10488980484169522,0.27701500961531317
15,0,CMA-ES,0.9988745933106316,0.0,0.32750176097962236,0.5295755727081184,-0.0926399348847559,0.3890904594813872
16,0,CMA-ES,0.9988745933106317,0.0,0.4310713188304149,0.5533628178551144,0.28700854088937244,0.4628507284523564
17,0,CMA-ES,0.9989250695260773,0.0,0.5225086369637623,0.5701041864844019,0.4751662128134998,0.5298151918851098
18,0,CMA-ES,0.9988355342202442,0.0,0.4227391920812944,0.5705270864888409,0.3324977721471006,0.4043988530482389
19,0,CMA-ES,0.9993997164036031,0.0,0.4274662506378327,0.6059212611601571,0.31093985900151516,0.40329670242274324
20,0,CMA-ES,0.9992598781921594,0.0,0.5420177977169801,0.6174352396299335,0.4587708631159508,0.5397459562225744
21,0,CMA-ES,0.999016877982844,0.0,0.5932890968674371,0.7122259107793588,0.5030308751406715,0.5722569329867612
22,0,CMA-ES,0.997962990509589,0.0,0.6305006085286063,0.7495042732018028,0.4677595317329143,0.6339717452838152
23,0,CMA-ES,0.9971463478949757,0.0,0.5427232643441796,0.6207298669987262,0.38187190383256375,0.5717318106315216
24,0,CMA-ES,0.9961067178097346,0.0,0.6060886342577035,0.6359185464656953,0.5659264642857539,0.6013890536588303
25,0,CMA-ES,0.9961067178097346,0.0,0.5996237931849052,0.6517013039400156,0.5421192424457522,0.6120698773275354
26,0,CMA-ES,0.9962358693389771,0.0,0.5932994721344169,0.6247549521172714,0.5623179198441931,0.5905406327666115
27,0,CMA-ES,0.9950447943300288,0.0,0.6007857337124721,0.6216311374024025,0.5506651748689512,0.6062496508118312
28,0,CMA-ES,0.9942066405199458,0.0,0.6322150434259143,0.6822587497896724,0.5721059259116222,0.637397989668876
29,0,CMA-ES,0.9930196267886096,0.0,0.6118477296960972,0.6537321473202302,0.5745601202142849,0.6170537249738799
0,1,CMA-ES,0.8942637019710336,0.0,-0.05498466259588022,0.22447664903910716,-0.9217506940391653,0.1439766061302632
1,1,CMA-ES,0.8665146238931668,0.0,0.30402806915050185,0.3690244127733232,0.19351961062208592,0.32172193857972464
2,1,CMA-ES,0.8655180672009644,0.0,0.30985734933920506,0.6793398040964042,0.1776025402025263,0.21323150572084476
3,1,CMA-ES,0.7504595533362418,0.02888081157093758,0.43804943282962333,0.9906380760939422,-0.3032883534067561,0.4230937225326646
4,1,CMA-ES,0.897003612719257,0.0,0.5394560192790967,0.8127446436276827,0.2595697655801354,0.5859124445324488
5,1,CMA-ES,0.9303147620175616,0.0,0.7453453105257171,0.9419668278375105,0.4784078471677278,0.7859181471469422
6,1,CMA-ES,0.9535990772944594,0.0,0.756893724375282,0.9421947295625667,0.46245586101277136,0.8533998469656154
7,1,CMA-ES,0.9644823254725073,0.0,0.7661721955638808,0.9205531862476394,0.6689243888464662,0.7069376298272313
