timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722380144.2088645,16,handover,infogain,0,985,0,115,1,437,2
1722380199.3210247,16,handover,infogain,1,187,0,126,1,679,2
1722380241.8409972,16,handover,infogain,2,603,0,85,1,992,2
1722380328.1724994,16,handover,infogain,3,823,0,356,1,160,2
1722380388.6039076,16,handover,infogain,4,502,0,861,1,948,2
1722380585.0592566,16,handover,CMA-ES,0,8,0,729,1,898,2
1722380625.359266,16,handover,CMA-ES,1,510,0,123,1,228,2
1722380704.1590762,16,handover,CMA-ES,2,887,0,709,1,68,2
1722380757.368771,16,handover,CMA-ES,3,932,0,812,1,709,2
1722380823.7236779,16,handover,CMA-ES,4,193,0,469,1,907,2
1722381023.0816236,16,handover,CMA-ES-IG,0,769,0,388,1,910,2
1722381072.2634692,16,handover,CMA-ES-IG,1,567,0,833,1,646,2
1722381128.8947613,16,handover,CMA-ES-IG,2,539,0,699,1,479,2
1722381196.6797895,16,handover,CMA-ES-IG,3,732,0,567,1,977,2
1722381247.2979777,16,handover,CMA-ES-IG,4,432,0,948,1,184,2
