timestamp,pid,task,method,sequence,played_trajectory
1722283332.4845464,27,blossom,CMA-ES,0,1358
1722283540.3463871,27,blossom,CMA-ES,0,1358
1722283546.6422782,27,blossom,CMA-ES,0,1441
1722283553.2500587,27,blossom,CMA-ES,0,296
1722283564.8822556,27,blossom,CMA-ES,0,1441
1722283576.9301598,27,blossom,CMA-ES,1,1398
1722283583.7380478,27,blossom,CMA-ES,1,773
1722283591.5938034,27,blossom,CMA-ES,1,233
1722283599.5139406,27,blossom,CMA-ES,1,1398
1722283606.3139663,27,blossom,CMA-ES,1,773
1722283615.2179642,27,blossom,CMA-ES,1,233
1722283624.498038,27,blossom,CMA-ES,2,62
1722283631.2898936,27,blossom,CMA-ES,2,1028
1722283638.481765,27,blossom,CMA-ES,2,686
1722283647.5294254,27,blossom,CMA-ES,2,1028
1722283654.089395,27,blossom,CMA-ES,2,62
1722283664.5294673,27,blossom,CMA-ES,3,660
1722283673.5570962,27,blossom,CMA-ES,3,1317
1722283680.848231,27,blossom,CMA-ES,3,1317
1722283689.6398,27,blossom,CMA-ES,3,1218
1722283699.809363,27,blossom,CMA-ES,3,1317
1722283707.3612285,27,blossom,CMA-ES,3,660
1722283725.835336,27,blossom,CMA-ES,4,1385;best
1722283730.0573063,27,blossom,CMA-ES,4,1218
1722283736.369146,27,blossom,CMA-ES,4,1092
1722283746.265311,27,blossom,CMA-ES,4,47
1722283753.2808948,27,blossom,CMA-ES,4,724
1722283762.352871,27,blossom,CMA-ES,5,816
1722283771.9126985,27,blossom,CMA-ES,5,1052
1722283781.184919,27,blossom,CMA-ES,5,1177
1722283793.9205742,27,blossom,CMA-ES,6,1428
1722283801.1449692,27,blossom,CMA-ES,6,392
1722283810.9924283,27,blossom,CMA-ES,6,396
1722283831.4578621,27,blossom,CMA-ES,7,1385;best
1722283839.0325532,27,blossom,CMA-ES,7,740
1722284125.9880753,27,blossom,CMA-ES-IG,0,216
1722284136.6688635,27,blossom,CMA-ES-IG,0,921
1722284144.0772474,27,blossom,CMA-ES-IG,0,921
1722284150.5015054,27,blossom,CMA-ES-IG,0,735
1722284163.254649,27,blossom,CMA-ES-IG,1,190
1722284172.1989558,27,blossom,CMA-ES-IG,1,25
1722284180.8716047,27,blossom,CMA-ES-IG,1,921
1722284191.9283743,27,blossom,CMA-ES-IG,1,25
1722284208.1692538,27,blossom,CMA-ES-IG,2,149;best
1722284216.1616733,27,blossom,CMA-ES-IG,2,404
1722284223.3540852,27,blossom,CMA-ES-IG,2,404
1722284234.0028443,27,blossom,CMA-ES-IG,2,404
1722284245.4593887,27,blossom,CMA-ES-IG,2,1428
1722284252.9878812,27,blossom,CMA-ES-IG,2,921
1722284265.7563643,27,blossom,CMA-ES-IG,3,921
1722284274.4131823,27,blossom,CMA-ES-IG,3,778
1722284281.8055851,27,blossom,CMA-ES-IG,3,778
1722284288.445798,27,blossom,CMA-ES-IG,3,921
1722284294.9818428,27,blossom,CMA-ES-IG,3,755
1722284319.9832685,27,blossom,CMA-ES-IG,4,987
1722284326.9196332,27,blossom,CMA-ES-IG,4,987
1722284333.592093,27,blossom,CMA-ES-IG,4,271
1722284352.551309,27,blossom,CMA-ES-IG,5,149;best
1722284364.869578,27,blossom,CMA-ES-IG,5,1083
1722284373.2069,27,blossom,CMA-ES-IG,5,57
1722284380.7053955,27,blossom,CMA-ES-IG,5,57
1722284389.619245,27,blossom,CMA-ES-IG,5,1083
1722284400.7501678,27,blossom,CMA-ES-IG,5,57
1722284416.2870352,27,blossom,CMA-ES-IG,5,987
1722284435.4840205,27,blossom,CMA-ES-IG,5,149;best
1722284670.7003586,27,blossom,infogain,0,594
1722284677.5404737,27,blossom,infogain,0,594
1722284683.9329305,27,blossom,infogain,0,924
1722284692.798959,27,blossom,infogain,0,1144
1722284704.3013568,27,blossom,infogain,0,594
1722284710.485715,27,blossom,infogain,0,924
1722284721.061729,27,blossom,infogain,0,594
1722284745.8703,27,blossom,infogain,1,632
1722284752.5502775,27,blossom,infogain,1,632
1722284760.590569,27,blossom,infogain,1,341
1722284767.735022,27,blossom,infogain,1,167
1722284791.405068,27,blossom,infogain,2,1435;best
1722284801.3918557,27,blossom,infogain,2,362
1722284808.728093,27,blossom,infogain,2,995
1722284815.6080482,27,blossom,infogain,2,213
1722284824.9282668,27,blossom,infogain,2,362
1722284855.8329182,27,blossom,infogain,3,1088
1722284862.9689167,27,blossom,infogain,3,605
1722284870.1133635,27,blossom,infogain,3,605
1722284878.5055346,27,blossom,infogain,3,355
1722284894.441493,27,blossom,infogain,3,594
1722284901.201975,27,blossom,infogain,3,355
1722284909.6738074,27,blossom,infogain,3,355
1722284917.6742516,27,blossom,infogain,3,594
1722284949.7778192,27,blossom,infogain,4,1212;best
1722284961.0108457,27,blossom,infogain,4,1212;best
1722284970.2677984,27,blossom,infogain,4,1212;best
1722284972.952845,27,blossom,infogain,4,594
