timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722021493.1866643,21,blossom,CMA-ES-IG,0,1196,0,509,1,808,2
1722021535.6254354,21,blossom,CMA-ES-IG,1,224,0,615,1,1252,2
1722021564.8573143,21,blossom,CMA-ES-IG,2,1252,0,557,1,1252,2
1722021591.1375685,21,blossom,CMA-ES-IG,3,274,0,816,1,160,2
1722021633.1400256,21,blossom,CMA-ES-IG,4,275,0,482,1,508,2
1722021705.550399,21,blossom,CMA-ES-IG,5,1382,0,1055,1,1155,2
1722021752.1738183,21,blossom,CMA-ES-IG,6,1229,0,1155,1,1155,2
1722021793.5688386,21,blossom,CMA-ES-IG,7,468,0,166,1,1155,2
1722021841.4580784,21,blossom,CMA-ES-IG,8,1155,0,544,1,1155,2
1722021921.057903,21,blossom,CMA-ES-IG,9,220,0,869,1,1155,2
1722022170.1767242,21,blossom,infogain,0,1071,0,1498,1,1474,2
1722022247.9128163,21,blossom,infogain,1,347,0,55,1,1244,2
1722022303.605906,21,blossom,infogain,2,1435,0,1207,1,1065,2
1722022383.1753483,21,blossom,infogain,3,1464,0,768,1,1415,2
1722022439.533023,21,blossom,infogain,4,341,0,194,1,1206,2
1722022480.952376,21,blossom,infogain,5,123,0,141,1,1085,2
1722022531.4893963,21,blossom,infogain,6,64,0,35,1,1171,2
1722022587.0177374,21,blossom,infogain,7,632,0,182,1,295,2
1722022748.0072403,21,blossom,CMA-ES,0,1248,0,1261,1,607,2
1722022780.8447402,21,blossom,CMA-ES,1,387,0,267,1,64,2
1722022823.9277096,21,blossom,CMA-ES,2,1364,0,1241,1,28,2
1722022858.770946,21,blossom,CMA-ES,3,902,0,1223,1,639,2
1722022892.2928715,21,blossom,CMA-ES,4,1222,0,1239,1,493,2
1722022914.115077,21,blossom,CMA-ES,5,104,0,274,1,114,2
1722022946.9050176,21,blossom,CMA-ES,6,541,0,1136,1,114,2
1722023042.7822354,21,blossom,CMA-ES,7,1429,0,1306,1,1009,2
1722023073.6294858,21,blossom,CMA-ES,8,1472,0,1232,1,1386,2
1722023116.9496126,21,blossom,CMA-ES,9,42,0,1223,1,205,2
