timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722373821.2056963,13,handover,infogain,0,404,0,992,1,301,2
1722373883.301908,13,handover,infogain,1,294,0,712,1,778,2
1722373958.8387165,13,handover,infogain,2,89,0,278,1,425,2
1722374017.646649,13,handover,infogain,3,263,0,223,1,963,2
1722374201.7446802,13,handover,CMA-ES,0,947,0,708,1,337,2
1722374246.0530276,13,handover,CMA-ES,1,967,0,437,1,912,2
1722374303.1224968,13,handover,CMA-ES,2,912,0,849,1,127,2
1722374344.5774624,13,handover,CMA-ES,3,824,0,445,1,772,2
1722374390.3637233,13,handover,CMA-ES,4,227,0,502,1,578,2
1722374433.0780325,13,handover,CMA-ES,5,451,0,822,1,949,2
1722374448.789669,13,handover,CMA-ES,6,,0,,1,999,2
1722374593.0580144,13,handover,CMA-ES-IG,0,696,0,104,1,905,2
1722374636.8414154,13,handover,CMA-ES-IG,1,368,0,429,1,564,2
1722374693.679467,13,handover,CMA-ES-IG,2,24,0,531,1,241,2
1722374762.3982937,13,handover,CMA-ES-IG,3,283,0,904,1,733,2
1722374804.5817394,13,handover,CMA-ES-IG,4,167,0,68,1,204,2
1722374847.7488446,13,handover,CMA-ES-IG,5,955,0,62,1,430,2
