timestamp,pid,task,method,sequence,played_trajectory
1722285385.4894247,28,blossom,CMA-ES-IG,0,318
1722285395.830402,28,blossom,CMA-ES-IG,0,1156
1722285402.0200496,28,blossom,CMA-ES-IG,0,1371
1722285416.1538012,28,blossom,CMA-ES-IG,1,1371
1722285422.8898098,28,blossom,CMA-ES-IG,1,547
1722285431.1296935,28,blossom,CMA-ES-IG,1,1371
1722285438.6178567,28,blossom,CMA-ES-IG,1,633
1722285448.2579029,28,blossom,CMA-ES-IG,1,1371
1722285454.585818,28,blossom,CMA-ES-IG,1,633
1722285515.722758,28,blossom,CMA-ES-IG,0,1334
1722285524.0427747,28,blossom,CMA-ES-IG,0,402
1722285531.858767,28,blossom,CMA-ES-IG,0,210
1722285542.146968,28,blossom,CMA-ES-IG,0,1334
1722285551.322919,28,blossom,CMA-ES-IG,1,884
1722285559.1389647,28,blossom,CMA-ES-IG,1,1365
1722285567.2829864,28,blossom,CMA-ES-IG,1,1242
1722285577.5310242,28,blossom,CMA-ES-IG,1,1334
1722285583.7950294,28,blossom,CMA-ES-IG,1,1242
1722285591.898966,28,blossom,CMA-ES-IG,2,969
1722285598.5552773,28,blossom,CMA-ES-IG,2,766
1722285605.4834828,28,blossom,CMA-ES-IG,2,508
1722285616.595674,28,blossom,CMA-ES-IG,3,623
1722285624.9158318,28,blossom,CMA-ES-IG,3,766
1722285633.7396505,28,blossom,CMA-ES-IG,3,1083
1722285643.5638955,28,blossom,CMA-ES-IG,4,1083
1722285650.8361387,28,blossom,CMA-ES-IG,4,122
1722285655.8564603,28,blossom,CMA-ES-IG,4,277
1722285662.6360686,28,blossom,CMA-ES-IG,4,277
1722285671.9001555,28,blossom,CMA-ES-IG,5,277
1722285678.500093,28,blossom,CMA-ES-IG,5,84
1722285733.604602,28,blossom,infogain,0,1121
1722285741.884791,28,blossom,infogain,0,27
1722285749.0445483,28,blossom,infogain,0,1409
1722285756.868896,28,blossom,infogain,0,27
1722285767.4055371,28,blossom,infogain,0,1121
1722285773.084891,28,blossom,infogain,0,1409
1722285790.3332098,28,blossom,infogain,1,960
1722285801.1095107,28,blossom,infogain,1,960
1722285807.8934283,28,blossom,infogain,1,640
1722285815.7413583,28,blossom,infogain,1,91
1722285825.7495472,28,blossom,infogain,1,91
1722285850.8457613,28,blossom,infogain,2,660
1722285859.4934435,28,blossom,infogain,2,1150
1722285867.3659403,28,blossom,infogain,2,1405
1722285875.6298974,28,blossom,infogain,2,1405
1722285882.0779712,28,blossom,infogain,2,1150
1722285905.150194,28,blossom,infogain,3,217
1722285911.7661886,28,blossom,infogain,3,870
1722285919.0941453,28,blossom,infogain,3,1361
1722285945.7582176,28,blossom,infogain,4,1474
1722285952.750495,28,blossom,infogain,4,107
1722285960.7345047,28,blossom,infogain,4,1058
1722285977.4305146,28,blossom,infogain,5,1354
1722285984.3186402,28,blossom,infogain,5,1396
1722285993.0869563,28,blossom,infogain,5,1163
1722286006.478856,28,blossom,infogain,6,1205
1722286014.7591455,28,blossom,infogain,6,928
1722286021.870877,28,blossom,infogain,6,286
1722286042.7992167,28,blossom,infogain,7,1071
1722286049.5349338,28,blossom,infogain,7,187
1722286056.487371,28,blossom,infogain,7,842
1722286076.3193789,28,blossom,infogain,8,1213
1722286082.5436254,28,blossom,infogain,8,874
1722286089.287654,28,blossom,infogain,8,87
1722286113.1920698,28,blossom,infogain,9,951
1722286119.2484176,28,blossom,infogain,9,375
1722286128.6812057,28,blossom,infogain,9,112
1722286137.186193,28,blossom,infogain,9,286
1722286144.9304326,28,blossom,infogain,9,112
1722286281.0449774,28,blossom,CMA-ES,0,392
1722286287.5092297,28,blossom,CMA-ES,0,1194
1722286294.9896886,28,blossom,CMA-ES,0,1199
1722286300.9661446,28,blossom,CMA-ES,0,1199
1722286307.9985092,28,blossom,CMA-ES,0,392
1722286314.1751137,28,blossom,CMA-ES,0,392
1722286320.191405,28,blossom,CMA-ES,0,1194
1722286325.983834,28,blossom,CMA-ES,0,1199
1722286334.8961039,28,blossom,CMA-ES,1,94
1722286342.3848617,28,blossom,CMA-ES,1,285
1722286350.6092339,28,blossom,CMA-ES,1,1348
1722286363.281914,28,blossom,CMA-ES,2,1092
1722286370.746457,28,blossom,CMA-ES,2,1205
1722286377.6111107,28,blossom,CMA-ES,2,655
1722286390.1554594,28,blossom,CMA-ES,3,53
1722286398.460211,28,blossom,CMA-ES,3,1402
1722286404.8524666,28,blossom,CMA-ES,3,1256
1722286413.4449284,28,blossom,CMA-ES,3,1256
1722286419.5811942,28,blossom,CMA-ES,3,655
1722286427.6937473,28,blossom,CMA-ES,4,1242
1722286433.6141398,28,blossom,CMA-ES,4,216
1722286440.7105951,28,blossom,CMA-ES,4,473
1722286446.750853,28,blossom,CMA-ES,4,473
1722286454.1831598,28,blossom,CMA-ES,4,1242
1722286467.2956605,28,blossom,CMA-ES,5,1345
1722286475.3202255,28,blossom,CMA-ES,5,1345
1722286482.816596,28,blossom,CMA-ES,5,108
1722286525.5149844,28,blossom,CMA-ES,6,579
1722286568.1570902,28,blossom,CMA-ES,6,579
1722286575.869425,28,blossom,CMA-ES,6,579
1722286585.405589,28,blossom,CMA-ES,6,19
1722286591.1181371,28,blossom,CMA-ES,6,394
1722286596.7821515,28,blossom,CMA-ES,6,394
1722286602.0464563,28,blossom,CMA-ES,6,394
1722286607.4147537,28,blossom,CMA-ES,6,579
1722286620.1672587,28,blossom,CMA-ES,6,579
1722286626.2395802,28,blossom,CMA-ES,6,1256
1722286634.967883,28,blossom,CMA-ES,6,1256
1722286640.7361426,28,blossom,CMA-ES,6,579
