timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722373890.2660584,33,blossom,CMA-ES,0,792,0,113,1,57,2
1722373961.6591856,33,blossom,CMA-ES,1,112,0,1253,1,1188,2
1722374049.0049236,33,blossom,CMA-ES,2,1273,0,605,1,1418,2
1722374252.647983,33,blossom,CMA-ES-IG,0,419,0,1295,1,9,2
1722374305.1607037,33,blossom,CMA-ES-IG,1,911,0,25,1,682,2
1722374391.1853135,33,blossom,CMA-ES-IG,2,1153,0,736,1,682,2
1722374442.5140848,33,blossom,CMA-ES-IG,3,1328,0,480,1,9,2
1722374572.595348,33,blossom,infogain,0,907,0,645,1,301,2
1722374636.9164474,33,blossom,infogain,1,966,0,1226,1,959,2
1722374707.9014032,33,blossom,infogain,2,189,0,1029,1,1408,2
1722374802.6385598,33,blossom,infogain,3,857,0,107,1,1440,2
1722374869.5755024,33,blossom,infogain,4,874,0,1232,1,1398,2
1722374958.0245197,33,blossom,infogain,5,154,0,510,1,746,2
