timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722283573.8347223,27,blossom,CMA-ES,0,1358,0,296,1,1441,2
1722283623.0499692,27,blossom,CMA-ES,1,233,0,1398,1,773,2
1722283662.3700936,27,blossom,CMA-ES,2,686,0,62,1,1028,2
1722283718.0734296,27,blossom,CMA-ES,3,1317,0,660,1,1218,2
1722283760.993234,27,blossom,CMA-ES,4,47,0,724,1,1092,2
1722283792.02488,27,blossom,CMA-ES,5,816,0,1177,1,1052,2
1722283820.4328,27,blossom,CMA-ES,6,1428,0,396,1,392,2
1722284161.606596,27,blossom,CMA-ES-IG,0,216,0,735,1,921,2
1722284202.105162,27,blossom,CMA-ES-IG,1,190,0,25,1,921,2
1722284264.0287058,27,blossom,CMA-ES-IG,2,404,0,1428,1,921,2
1722284307.7429674,27,blossom,CMA-ES-IG,3,755,0,778,1,921,2
1722284346.5288072,27,blossom,CMA-ES-IG,4,271,0,987,1,921,2
1722284727.5262942,27,blossom,infogain,0,1144,0,924,1,594,2
1722284778.2314575,27,blossom,infogain,1,632,0,341,1,167,2
1722284832.1526222,27,blossom,infogain,2,995,0,213,1,362,2
1722284925.890399,27,blossom,infogain,3,1088,0,605,1,355,2
