timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722285415.1300042,28,blossom,CMA-ES-IG,0,318,0,1156,1,1371,2
1722285464.442199,28,blossom,CMA-ES-IG,1,547,0,1371,1,633,2
1722285467.3861234,28,blossom,CMA-ES-IG,2,,0,,1,,2
1722285549.979436,28,blossom,CMA-ES-IG,0,210,0,402,1,1334,2
1722285590.9155693,28,blossom,CMA-ES-IG,1,884,0,1365,1,1242,2
1722285615.7157886,28,blossom,CMA-ES-IG,2,969,0,508,1,766,2
1722285642.8122814,28,blossom,CMA-ES-IG,3,623,0,766,1,1083,2
1722285670.3725026,28,blossom,CMA-ES-IG,4,1083,0,122,1,277,2
1722285690.6366103,28,blossom,CMA-ES-IG,5,84,0,277,1,277,2
1722285782.749215,28,blossom,infogain,0,1409,0,1121,1,27,2
1722285833.4775329,28,blossom,infogain,1,640,0,960,1,91,2
1722285888.694263,28,blossom,infogain,2,660,0,1405,1,1150,2
1722285930.174162,28,blossom,infogain,3,217,0,870,1,1361,2
1722285967.3348017,28,blossom,infogain,4,1058,0,1474,1,107,2
1722286000.6151617,28,blossom,infogain,5,1354,0,1163,1,1396,2
1722286030.6232412,28,blossom,infogain,6,1205,0,928,1,286,2
1722286064.1117883,28,blossom,infogain,7,1071,0,187,1,842,2
1722286098.5839622,28,blossom,infogain,8,1213,0,874,1,87,2
1722286333.97649,28,blossom,CMA-ES,0,392,0,1194,1,1199,2
1722286362.0423207,28,blossom,CMA-ES,1,285,0,1348,1,94,2
1722286387.58764,28,blossom,CMA-ES,2,1092,0,1205,1,655,2
1722286427.0459566,28,blossom,CMA-ES,3,53,0,1402,1,1256,2
1722286461.5839076,28,blossom,CMA-ES,4,473,0,1242,1,216,2
1722286491.7293992,28,blossom,CMA-ES,5,1345,0,1345,1,108,2
1722286646.7926593,28,blossom,CMA-ES,6,19,0,394,1,579,2
