timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722297877.4458027,11,handover,infogain,0,824,0,849,1,906,2
1722297921.4358537,11,handover,infogain,1,511,0,849,1,992,2
1722297967.9397337,11,handover,infogain,2,294,0,765,1,299,2
1722298009.8527641,11,handover,infogain,3,146,0,893,1,889,2
1722298054.8685427,11,handover,infogain,4,502,0,586,1,930,2
1722298098.668947,11,handover,infogain,5,22,0,835,1,425,2
1722298143.9571178,11,handover,infogain,6,22,0,335,1,56,2
1722298306.2143166,11,handover,CMA-ES,0,568,0,291,1,3,2
1722298351.2943058,11,handover,CMA-ES,1,481,0,223,1,932,2
1722298394.6073916,11,handover,CMA-ES,2,947,0,56,1,27,2
1722298437.4872947,11,handover,CMA-ES,3,224,0,8,1,480,2
1722298482.1116645,11,handover,CMA-ES,4,712,0,663,1,430,2
1722298563.5675466,11,handover,CMA-ES,5,892,0,645,1,580,2
1722298627.9518092,11,handover,CMA-ES,6,947,0,437,1,902,2
1722298728.9418383,11,handover,CMA-ES-IG,0,368,0,125,1,337,2
1722298776.7621665,11,handover,CMA-ES-IG,1,337,0,22,1,570,2
1722298819.592531,11,handover,CMA-ES-IG,2,510,0,483,1,437,2
1722298872.6649115,11,handover,CMA-ES-IG,3,437,0,686,1,528,2
1722298915.4891937,11,handover,CMA-ES-IG,4,9,0,496,1,786,2
1722298956.1217468,11,handover,CMA-ES-IG,5,929,0,774,1,204,2
