timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722036495.5450583,4,handover,CMA-ES,0,351,0,528,1,224,2
1722036551.2668588,4,handover,CMA-ES,1,227,0,701,1,235,2
1722036619.4447975,4,handover,CMA-ES,2,105,0,221,1,506,2
1722036685.0785735,4,handover,CMA-ES,3,127,0,990,1,425,2
1722036736.312061,4,handover,CMA-ES,4,433,0,106,1,870,2
1722036780.7212975,4,handover,CMA-ES,5,416,0,383,1,523,2
1722036838.298915,4,handover,CMA-ES,6,603,0,523,1,523,2
1722037025.573096,4,handover,CMA-ES-IG,0,676,0,97,1,249,2
1722037067.2397876,4,handover,CMA-ES-IG,1,223,0,810,1,609,2
1722037131.488376,4,handover,CMA-ES-IG,2,368,0,893,1,316,2
1722037166.7051034,4,handover,CMA-ES-IG,3,692,0,465,1,390,2
1722037223.6260495,4,handover,CMA-ES-IG,4,588,0,538,1,497,2
1722037260.1142066,4,handover,CMA-ES-IG,5,258,0,820,1,150,2
1722037339.3958333,4,handover,CMA-ES-IG,6,826,0,607,1,432,2
1722037387.2126093,4,handover,CMA-ES-IG,7,504,0,88,1,10,2
1722037436.508909,4,handover,CMA-ES-IG,8,392,0,316,1,10,2
1722037583.3054492,4,handover,infogain,0,383,0,948,1,505,2
1722037623.8497236,4,handover,infogain,1,906,0,235,1,798,2
1722037701.6809673,4,handover,infogain,2,849,0,696,1,991,2
1722037757.3215737,4,handover,infogain,3,85,0,906,1,224,2
1722037794.5783045,4,handover,infogain,4,849,0,94,1,810,2
1722037851.8346584,4,handover,infogain,5,146,0,712,1,62,2
1722037901.9947853,4,handover,infogain,6,976,0,888,1,40,2
