timestamp,pid,task,method,sequence,played_trajectory
1722378488.3313882,15,handover,CMA-ES,0,894
1722378504.1604934,15,handover,CMA-ES,0,707
1722378517.365237,15,handover,CMA-ES,0,851
1722378532.9736753,15,handover,CMA-ES,0,894
1722378546.2241273,15,handover,CMA-ES,0,707
1722378564.3282418,15,handover,CMA-ES,1,907
1722378577.6398551,15,handover,CMA-ES,1,3
1722378590.735522,15,handover,CMA-ES,1,947
1722378605.0471108,15,handover,CMA-ES,1,907
1722378620.218097,15,handover,CMA-ES,2,686;best
1722378634.3265443,15,handover,CMA-ES,2,22
1722378647.398258,15,handover,CMA-ES,2,698
1722378660.9030254,15,handover,CMA-ES,2,127
1722378675.1902437,15,handover,CMA-ES,2,698
1722378691.2860675,15,handover,CMA-ES,3,332
1722378704.293706,15,handover,CMA-ES,3,101
1722378717.2851474,15,handover,CMA-ES,3,265
1722378730.2533302,15,handover,CMA-ES,3,332
1722378744.2771757,15,handover,CMA-ES,4,41
1722378757.8130014,15,handover,CMA-ES,4,948
1722378771.0690646,15,handover,CMA-ES,4,477
1722378788.2138166,15,handover,CMA-ES,5,686;best
1722378982.4298952,15,handover,CMA-ES-IG,0,119
1722378995.7467384,15,handover,CMA-ES-IG,0,702
1722379009.2346413,15,handover,CMA-ES-IG,0,929
1722379026.210589,15,handover,CMA-ES-IG,1,650
1722379039.6824172,15,handover,CMA-ES-IG,1,12
1722379053.402566,15,handover,CMA-ES-IG,1,310
1722379066.690946,15,handover,CMA-ES-IG,1,650
1722379079.6591065,15,handover,CMA-ES-IG,1,12
1722379093.4260826,15,handover,CMA-ES-IG,2,246
1722379106.3060951,15,handover,CMA-ES-IG,2,791
1722379118.985851,15,handover,CMA-ES-IG,2,544
1722379134.3245249,15,handover,CMA-ES-IG,3,696;best
1722379147.450371,15,handover,CMA-ES-IG,3,32
1722379160.4419389,15,handover,CMA-ES-IG,3,442
1722379173.601436,15,handover,CMA-ES-IG,3,890
1722379185.3534153,15,handover,CMA-ES-IG,4,845
1722379187.713742,15,handover,CMA-ES-IG,4,845
1722379200.8898842,15,handover,CMA-ES-IG,4,786
1722379214.2062223,15,handover,CMA-ES-IG,4,629
1722379227.2844424,15,handover,CMA-ES-IG,5,696;best
1722379241.5212777,15,handover,CMA-ES-IG,5,199
1722379253.0974543,15,handover,CMA-ES-IG,5,93
1722379254.1295042,15,handover,CMA-ES-IG,5,93
1722379267.0013242,15,handover,CMA-ES-IG,5,742
1722379280.4571095,15,handover,CMA-ES-IG,6,177
1722379437.6821299,15,handover,infogain,0,221
1722379451.2576833,15,handover,infogain,0,328
1722379464.10494,15,handover,infogain,0,425
1722379477.1286056,15,handover,infogain,1,401
1722379487.9896483,15,handover,infogain,1,623
1722379490.1248043,15,handover,infogain,1,623
1722379503.2011118,15,handover,infogain,1,767
1722379517.4561918,15,handover,infogain,2,907
1722379530.0483294,15,handover,infogain,2,246
1722379542.7623625,15,handover,infogain,2,479
1722379555.9928775,15,handover,infogain,2,907
1722379569.642279,15,handover,infogain,3,8;best
1722379582.7765605,15,handover,infogain,3,340
1722379595.3946555,15,handover,infogain,3,714
1722379608.1207883,15,handover,infogain,3,686
1722379621.2403848,15,handover,infogain,4,588
1722379634.128403,15,handover,infogain,4,510
1722379647.1611822,15,handover,infogain,4,876
1722379660.0574791,15,handover,infogain,4,588
1722379675.3358443,15,handover,infogain,5,530
1722379688.1122615,15,handover,infogain,5,947
1722379701.3203566,15,handover,infogain,5,471
1722379714.0758264,15,handover,infogain,6,248;best
1722379728.0051453,15,handover,infogain,6,445
