timestamp,pid,task,method,sequence,played_trajectory
1722038004.9851363,24,blossom,CMA-ES-IG,0,1291
1722038011.1604445,24,blossom,CMA-ES-IG,0,1128
1722038016.8004735,24,blossom,CMA-ES-IG,0,878
1722038021.8193166,24,blossom,CMA-ES-IG,0,878
1722038026.839065,24,blossom,CMA-ES-IG,0,878
1722038031.858962,24,blossom,CMA-ES-IG,0,1128
1722038036.879811,24,blossom,CMA-ES-IG,0,878
1722038041.901974,24,blossom,CMA-ES-IG,0,1291
1722038057.29703,24,blossom,CMA-ES-IG,0,914;best
1722038061.3110695,24,blossom,CMA-ES-IG,1,1345
1722038069.303092,24,blossom,CMA-ES-IG,1,1128
1722038074.9191294,24,blossom,CMA-ES-IG,1,1475
1722038079.9405677,24,blossom,CMA-ES-IG,1,1475
1722038084.958692,24,blossom,CMA-ES-IG,1,1475
1722038089.978229,24,blossom,CMA-ES-IG,1,1475
1722038100.0212066,24,blossom,CMA-ES-IG,1,914;best
1722038105.0432694,24,blossom,CMA-ES-IG,1,914;best
1722038106.9824927,24,blossom,CMA-ES-IG,2,1345
1722038114.8621948,24,blossom,CMA-ES-IG,2,1116
1722038122.4620848,24,blossom,CMA-ES-IG,2,1345
1722038136.181287,24,blossom,CMA-ES-IG,2,914;best
1722038139.3737392,24,blossom,CMA-ES-IG,3,44
1722038145.6458936,24,blossom,CMA-ES-IG,3,1345
1722038151.9016886,24,blossom,CMA-ES-IG,3,90
1722038162.8296328,24,blossom,CMA-ES-IG,4,894
1722038170.2773461,24,blossom,CMA-ES-IG,4,1346
1722038176.06913,24,blossom,CMA-ES-IG,4,1310
1722038185.3809934,24,blossom,CMA-ES-IG,5,1346
1722038191.284787,24,blossom,CMA-ES-IG,5,666
1722038198.3965206,24,blossom,CMA-ES-IG,5,1346
1722038217.730906,24,blossom,CMA-ES-IG,6,914;best
1722038220.0122561,24,blossom,CMA-ES-IG,6,858
1722038226.684308,24,blossom,CMA-ES-IG,6,1346
1722038233.6682296,24,blossom,CMA-ES-IG,6,1346
1722038238.6863582,24,blossom,CMA-ES-IG,6,1346
1722038245.1158571,24,blossom,CMA-ES-IG,7,904
1722038252.3400142,24,blossom,CMA-ES-IG,7,1346
1722038257.358736,24,blossom,CMA-ES-IG,7,1346
1722038262.3785083,24,blossom,CMA-ES-IG,7,980
1722038267.3960521,24,blossom,CMA-ES-IG,7,904
1722038272.4175858,24,blossom,CMA-ES-IG,7,904
1722038283.3137393,24,blossom,CMA-ES-IG,8,914;best
1722038287.6672318,24,blossom,CMA-ES-IG,8,1346
1722038294.0193074,24,blossom,CMA-ES-IG,8,321
1722038299.0402782,24,blossom,CMA-ES-IG,8,321
1722038304.0598643,24,blossom,CMA-ES-IG,8,321
1722038309.077718,24,blossom,CMA-ES-IG,8,321
1722038314.0982137,24,blossom,CMA-ES-IG,8,321
1722038325.8650122,24,blossom,CMA-ES-IG,9,914;best
1722038327.690733,24,blossom,CMA-ES-IG,9,321
1722038349.3210967,24,blossom,CMA-ES-IG,9,914;best
1722038350.714573,24,blossom,CMA-ES-IG,9,321
1722038424.3297834,24,blossom,infogain,0,724
1722038430.3134024,24,blossom,infogain,0,8
1722038436.1214318,24,blossom,infogain,0,924
1722038441.1432374,24,blossom,infogain,0,924
1722038446.1651123,24,blossom,infogain,0,724
1722038451.1861286,24,blossom,infogain,0,924
1722038456.2070756,24,blossom,infogain,0,8
1722038461.2295434,24,blossom,infogain,0,8
1722038474.3370953,24,blossom,infogain,1,731
1722038480.9127102,24,blossom,infogain,1,669
1722038486.4569166,24,blossom,infogain,1,85
1722038515.600343,24,blossom,infogain,2,863
1722038522.5524983,24,blossom,infogain,2,420
1722038528.1925514,24,blossom,infogain,2,110
1722038547.008215,24,blossom,infogain,3,1126
1722038552.728276,24,blossom,infogain,3,1186
1722038559.1203291,24,blossom,infogain,3,929
1722038570.2798684,24,blossom,infogain,3,1126
1722038593.919658,24,blossom,infogain,4,780
1722038600.455509,24,blossom,infogain,4,303
1722038606.1515198,24,blossom,infogain,4,1256
1722038611.1746173,24,blossom,infogain,4,1256
1722038616.196046,24,blossom,infogain,4,1256
1722038638.4231143,24,blossom,infogain,5,474
1722038644.1993878,24,blossom,infogain,5,299
1722038650.1352181,24,blossom,infogain,5,299
1722038656.7512743,24,blossom,infogain,5,632
1722038663.3588126,24,blossom,infogain,5,474
1722038673.11924,24,blossom,infogain,5,632
1722038700.382654,24,blossom,infogain,6,88
1722038706.3108175,24,blossom,infogain,6,634
1722038711.5906487,24,blossom,infogain,6,1188
1722038723.286469,24,blossom,infogain,7,1190
1722038729.5265844,24,blossom,infogain,7,960
1722038735.790488,24,blossom,infogain,7,1316
1722038804.8937213,24,blossom,CMA-ES,0,15
1722038809.9174457,24,blossom,CMA-ES,0,354
1722038815.7896912,24,blossom,CMA-ES,0,594
1722038825.9653394,24,blossom,CMA-ES,1,175
1722038831.741675,24,blossom,CMA-ES,1,1334
1722038837.941811,24,blossom,CMA-ES,1,423
1722038845.6534176,24,blossom,CMA-ES,2,611
1722038851.6455622,24,blossom,CMA-ES,2,1277
1722038856.660315,24,blossom,CMA-ES,2,1277
1722038861.674708,24,blossom,CMA-ES,2,229
1722038867.8936682,24,blossom,CMA-ES,3,111
1722038873.789248,24,blossom,CMA-ES,3,96
1722038880.205168,24,blossom,CMA-ES,3,777
1722038886.828927,24,blossom,CMA-ES,4,111
1722038892.7816143,24,blossom,CMA-ES,4,1167
1722038899.1172469,24,blossom,CMA-ES,4,354
1722038904.805154,24,blossom,CMA-ES,4,1274
1722038909.8205392,24,blossom,CMA-ES,4,1274
1722038914.8364592,24,blossom,CMA-ES,4,1167
1722038921.2134402,24,blossom,CMA-ES,5,182
1722038926.9332428,24,blossom,CMA-ES,5,355
1722038933.140866,24,blossom,CMA-ES,5,797
1722038942.4371476,24,blossom,CMA-ES,6,1071
1722038948.869073,24,blossom,CMA-ES,6,327
1722038956.1808667,24,blossom,CMA-ES,6,797
1722038965.4046834,24,blossom,CMA-ES,7,1186
1722038970.5245497,24,blossom,CMA-ES,7,797
1722038975.6287057,24,blossom,CMA-ES,7,797
1722038980.644838,24,blossom,CMA-ES,7,1061
1722038987.388672,24,blossom,CMA-ES,7,1061
1722038995.212668,24,blossom,CMA-ES,7,111
1722039002.1883,24,blossom,CMA-ES,8,1300
1722039007.8205872,24,blossom,CMA-ES,8,341
1722039014.5004938,24,blossom,CMA-ES,8,205
1722039023.2288458,24,blossom,CMA-ES,8,205
1722039030.3964114,24,blossom,CMA-ES,9,773
1722039038.3247423,24,blossom,CMA-ES,9,300
1722039043.3405018,24,blossom,CMA-ES,9,300
1722039048.354799,24,blossom,CMA-ES,9,1150
1722039053.3696074,24,blossom,CMA-ES,9,1150
1722039058.3849058,24,blossom,CMA-ES,9,1150
