timestamp,pid,task,method,sequence,played_trajectory
1722380095.3566804,36,blossom,CMA-ES,0,1432
1722380103.5728455,36,blossom,CMA-ES,0,614
1722380112.6047535,36,blossom,CMA-ES,0,378
1722380118.924888,36,blossom,CMA-ES,0,1432
1722380127.5089607,36,blossom,CMA-ES,1,1121
1722380133.6688447,36,blossom,CMA-ES,1,1309
1722380141.4526613,36,blossom,CMA-ES,1,585
1722380149.8369088,36,blossom,CMA-ES,2,1332
1722380155.876774,36,blossom,CMA-ES,2,436
1722380164.2368395,36,blossom,CMA-ES,2,879
1722380172.156912,36,blossom,CMA-ES,3,1124
1722380178.62875,36,blossom,CMA-ES,3,1354
1722380186.7888343,36,blossom,CMA-ES,3,1065
1722380200.2668273,36,blossom,CMA-ES,4,850;best
1722380201.629071,36,blossom,CMA-ES,4,981
1722380208.0610483,36,blossom,CMA-ES,4,1409
1722380214.9651935,36,blossom,CMA-ES,4,1430
1722380222.8693185,36,blossom,CMA-ES,5,1065
1722380229.253322,36,blossom,CMA-ES,5,145
1722380235.4291697,36,blossom,CMA-ES,5,964
1722380244.397163,36,blossom,CMA-ES,6,867
1722380250.5892832,36,blossom,CMA-ES,6,611
1722380257.6293309,36,blossom,CMA-ES,6,601
1722380265.0052426,36,blossom,CMA-ES,7,257
1722380272.1494422,36,blossom,CMA-ES,7,863
1722380282.1255124,36,blossom,CMA-ES,7,601
1722380291.7015436,36,blossom,CMA-ES,8,32
1722380298.0054345,36,blossom,CMA-ES,8,570
1722380305.8773777,36,blossom,CMA-ES,8,757
1722380310.8975847,36,blossom,CMA-ES,8,757
1722380318.285538,36,blossom,CMA-ES,9,185
1722380326.1575508,36,blossom,CMA-ES,9,269
1722380332.7336345,36,blossom,CMA-ES,9,1265
1722380339.8938496,36,blossom,CMA-ES,9,269
1722380346.3499522,36,blossom,CMA-ES,10,404
1722380352.6300244,36,blossom,CMA-ES,10,1101
1722380359.1741483,36,blossom,CMA-ES,10,79
1722380372.3921103,36,blossom,CMA-ES,11,850;best
1722380375.030658,36,blossom,CMA-ES,11,1419
1722380382.0789828,36,blossom,CMA-ES,11,753
1722380391.4310477,36,blossom,CMA-ES,11,753
1722380543.561715,36,blossom,CMA-ES-IG,0,57
1722380549.7542393,36,blossom,CMA-ES-IG,0,1036
1722380555.994266,36,blossom,CMA-ES-IG,0,685
1722380563.6984012,36,blossom,CMA-ES-IG,1,70
1722380570.1149278,36,blossom,CMA-ES-IG,1,440
1722380577.8669286,36,blossom,CMA-ES-IG,1,563
1722380588.2749875,36,blossom,CMA-ES-IG,2,904
1722380594.5868552,36,blossom,CMA-ES-IG,2,440
1722380601.5149574,36,blossom,CMA-ES-IG,2,696
1722380608.4671843,36,blossom,CMA-ES-IG,2,696
1722380614.4431922,36,blossom,CMA-ES-IG,2,904
1722380620.6751404,36,blossom,CMA-ES-IG,3,695
1722380627.491594,36,blossom,CMA-ES-IG,3,578
1722380634.8277357,36,blossom,CMA-ES-IG,3,1060
1722380643.6837733,36,blossom,CMA-ES-IG,4,1262
1722380648.883889,36,blossom,CMA-ES-IG,4,208
1722380657.8281891,36,blossom,CMA-ES-IG,4,1262
1722380664.4364736,36,blossom,CMA-ES-IG,4,208
1722380671.6762767,36,blossom,CMA-ES-IG,4,695
1722380685.2105432,36,blossom,CMA-ES-IG,5,966;best
1722380686.556441,36,blossom,CMA-ES-IG,5,354
1722380696.036868,36,blossom,CMA-ES-IG,5,1368
1722380703.7809706,36,blossom,CMA-ES-IG,5,583
1722380710.4848893,36,blossom,CMA-ES-IG,5,354
1722380722.427327,36,blossom,CMA-ES-IG,6,966;best
1722380723.1732059,36,blossom,CMA-ES-IG,6,337
1722380729.0772479,36,blossom,CMA-ES-IG,6,238
1722380735.541174,36,blossom,CMA-ES-IG,6,1368
1722380743.9412472,36,blossom,CMA-ES-IG,7,459
1722380751.4456341,36,blossom,CMA-ES-IG,7,1156
1722380757.501763,36,blossom,CMA-ES-IG,7,1197
1722380768.2566,36,blossom,CMA-ES-IG,8,966;best
1722380769.0779328,36,blossom,CMA-ES-IG,8,118
1722380774.9819572,36,blossom,CMA-ES-IG,8,844
1722380781.3100064,36,blossom,CMA-ES-IG,8,901
1722380790.4940858,36,blossom,CMA-ES-IG,9,858
1722380797.0782306,36,blossom,CMA-ES-IG,9,313
1722380803.7343588,36,blossom,CMA-ES-IG,9,901
1722380818.731011,36,blossom,CMA-ES-IG,10,966;best
1722380818.82255,36,blossom,CMA-ES-IG,10,313
1722380825.4467661,36,blossom,CMA-ES-IG,10,1262
1722380831.782734,36,blossom,CMA-ES-IG,10,531
1722380840.4628587,36,blossom,CMA-ES-IG,11,531
1722380846.4390697,36,blossom,CMA-ES-IG,11,313
1722380957.0323586,36,blossom,infogain,0,12
1722380964.7843916,36,blossom,infogain,0,1292
1722380971.5285683,36,blossom,infogain,0,375
1722380978.880686,36,blossom,infogain,0,1292
1722381004.4012797,36,blossom,infogain,1,330
1722381010.225319,36,blossom,infogain,1,753
1722381015.953265,36,blossom,infogain,1,610
1722381039.8896234,36,blossom,infogain,2,811
1722381047.2496722,36,blossom,infogain,2,616
1722381053.2016985,36,blossom,infogain,2,58
1722381084.4571633,36,blossom,infogain,3,52;best
1722381085.3783617,36,blossom,infogain,3,594
1722381091.234161,36,blossom,infogain,3,206
1722381097.1942525,36,blossom,infogain,3,355
1722381122.4656334,36,blossom,infogain,4,52;best
1722381123.58642,36,blossom,infogain,4,1271
1722381130.578496,36,blossom,infogain,4,706
1722381137.746994,36,blossom,infogain,4,311
1722381157.0734406,36,blossom,infogain,5,52;best
1722381158.099065,36,blossom,infogain,5,1209
1722381164.1309097,36,blossom,infogain,5,275
1722381170.7947853,36,blossom,infogain,5,205
1722381197.8570364,36,blossom,infogain,6,1173;best
1722381199.1629767,36,blossom,infogain,6,1385
1722381204.7555714,36,blossom,infogain,6,420
1722381210.7875218,36,blossom,infogain,6,114
1722381217.1716237,36,blossom,infogain,6,594
1722381235.5373063,36,blossom,infogain,7,914;best
1722381237.1717703,36,blossom,infogain,7,274
1722381242.963819,36,blossom,infogain,7,676
1722381251.13213,36,blossom,infogain,7,28
1722381257.8441763,36,blossom,infogain,7,594
