timestamp,pid,task,method,sequence,played_trajectory
1722297508.5630934,30,blossom,infogain,0,443
1722297516.6428177,30,blossom,infogain,0,1256
1722297524.3148656,30,blossom,infogain,0,425
1722297535.419087,30,blossom,infogain,0,1256
1722297542.4350085,30,blossom,infogain,0,443
1722297576.008218,30,blossom,infogain,1,1256;best
1722297577.971056,30,blossom,infogain,1,854
1722297585.274916,30,blossom,infogain,1,346
1722297594.3710632,30,blossom,infogain,1,761
1722297624.8485558,30,blossom,infogain,2,689;best
1722297626.8510613,30,blossom,infogain,2,1371
1722297634.0751312,30,blossom,infogain,2,111
1722297640.4431567,30,blossom,infogain,2,228
1722297649.0913649,30,blossom,infogain,2,1371
1722297655.2034853,30,blossom,infogain,2,111
1722297669.8672848,30,blossom,infogain,3,1268
1722297676.699004,30,blossom,infogain,3,1458
1722297683.3712227,30,blossom,infogain,3,1428
1722297713.9476945,30,blossom,infogain,4,299
1722297720.6357753,30,blossom,infogain,4,1345
1722297727.195735,30,blossom,infogain,4,1010
1722297737.5635936,30,blossom,infogain,4,299
1722297745.0996335,30,blossom,infogain,4,346
1722297751.2598422,30,blossom,infogain,4,1345
1722297779.9887478,30,blossom,infogain,5,797;best
1722297781.7239625,30,blossom,infogain,5,410
1722297788.0199506,30,blossom,infogain,5,366
1722297794.660017,30,blossom,infogain,5,1188
1722297801.5401695,30,blossom,infogain,5,366
1722297807.3882978,30,blossom,infogain,5,410
1722297840.4845333,30,blossom,infogain,6,797;best
1722297885.5566363,30,blossom,CMA-ES,0,416
1722297892.1727,30,blossom,CMA-ES,0,416
1722297898.420535,30,blossom,CMA-ES,0,96
1722297904.5563164,30,blossom,CMA-ES,0,142
1722297922.7724292,30,blossom,CMA-ES,1,1121;best
1722297924.8848486,30,blossom,CMA-ES,1,213
1722297931.6847901,30,blossom,CMA-ES,1,876
1722297938.2286327,30,blossom,CMA-ES,1,441
1722297946.2768807,30,blossom,CMA-ES,1,213
1722297953.692957,30,blossom,CMA-ES,1,876
1722297968.6834245,30,blossom,CMA-ES,2,1121;best
1722297970.3732257,30,blossom,CMA-ES,2,176
1722297976.8852534,30,blossom,CMA-ES,2,917
1722297982.741239,30,blossom,CMA-ES,2,995
1722297993.0931284,30,blossom,CMA-ES,2,176
1722297999.4212687,30,blossom,CMA-ES,2,96
1722298006.0852458,30,blossom,CMA-ES,2,995
1722298019.8439798,30,blossom,CMA-ES,3,1121;best
1722298021.349387,30,blossom,CMA-ES,3,573
1722298027.9814851,30,blossom,CMA-ES,3,88
1722298034.1254716,30,blossom,CMA-ES,3,127
1722298050.5734446,30,blossom,CMA-ES,4,1121;best
1722298052.2614913,30,blossom,CMA-ES,4,822
1722298058.4697392,30,blossom,CMA-ES,4,341
1722298064.4777749,30,blossom,CMA-ES,4,1457
1722298079.9740126,30,blossom,CMA-ES,5,1121;best
1722298081.2858589,30,blossom,CMA-ES,5,1430
1722298087.5098941,30,blossom,CMA-ES,5,1258
1722298094.3019183,30,blossom,CMA-ES,5,87
1722298103.6540744,30,blossom,CMA-ES,5,1430
1722298116.1006274,30,blossom,CMA-ES,6,1121;best
1722298117.0781126,30,blossom,CMA-ES,6,946
1722298123.246119,30,blossom,CMA-ES,6,529
1722298130.3821735,30,blossom,CMA-ES,6,1490
1722298140.7980816,30,blossom,CMA-ES,6,946
1722298152.813719,30,blossom,CMA-ES,7,1121;best
1722298154.7102144,30,blossom,CMA-ES,7,1060
1722298161.2061968,30,blossom,CMA-ES,7,437
1722298167.382257,30,blossom,CMA-ES,7,1035
1722298179.9983656,30,blossom,CMA-ES,7,437
1722298186.3664467,30,blossom,CMA-ES,7,1060
1722298192.822392,30,blossom,CMA-ES,7,1035
1722298206.5728965,30,blossom,CMA-ES,8,1121;best
1722298207.9273407,30,blossom,CMA-ES,8,100
1722298213.5990577,30,blossom,CMA-ES,8,1426
1722298219.8228118,30,blossom,CMA-ES,8,792
1722298228.7588706,30,blossom,CMA-ES,8,100
1722298242.022587,30,blossom,CMA-ES,9,1121;best
1722298290.247462,30,blossom,CMA-ES-IG,0,1188
1722298296.4473112,30,blossom,CMA-ES-IG,0,1485
1722298302.7992792,30,blossom,CMA-ES-IG,0,633
1722298319.335705,30,blossom,CMA-ES-IG,1,1237
1722298325.9917605,30,blossom,CMA-ES-IG,1,682
1722298335.6235108,30,blossom,CMA-ES-IG,1,1437
1722298344.727536,30,blossom,CMA-ES-IG,1,682
1722298364.6458645,30,blossom,CMA-ES-IG,2,1018;best
1722298366.0398731,30,blossom,CMA-ES-IG,2,79
1722298372.66375,30,blossom,CMA-ES-IG,2,770
1722298378.7360792,30,blossom,CMA-ES-IG,2,1437
1722298395.136094,30,blossom,CMA-ES-IG,3,1018;best
1722298396.7442398,30,blossom,CMA-ES-IG,3,980
1722298406.6321268,30,blossom,CMA-ES-IG,3,600
1722298413.319974,30,blossom,CMA-ES-IG,3,284
1722298420.4638786,30,blossom,CMA-ES-IG,3,980
1722298430.1679647,30,blossom,CMA-ES-IG,3,600
1722298443.7198665,30,blossom,CMA-ES-IG,4,1417
1722298450.767831,30,blossom,CMA-ES-IG,4,600
1722298456.9116921,30,blossom,CMA-ES-IG,4,221
1722298464.551639,30,blossom,CMA-ES-IG,4,221
1722298469.6796143,30,blossom,CMA-ES-IG,4,600
1722298475.4233382,30,blossom,CMA-ES-IG,4,1417
1722298483.2395523,30,blossom,CMA-ES-IG,4,1437
1722298496.8125908,30,blossom,CMA-ES-IG,5,1018;best
1722298499.0229998,30,blossom,CMA-ES-IG,5,774
1722298505.6233087,30,blossom,CMA-ES-IG,5,600
1722298512.3511934,30,blossom,CMA-ES-IG,5,682
1722298521.3592145,30,blossom,CMA-ES-IG,5,774
1722298531.9030979,30,blossom,CMA-ES-IG,6,774
1722298538.8712215,30,blossom,CMA-ES-IG,6,774
1722298544.823099,30,blossom,CMA-ES-IG,6,774
1722298572.534992,30,blossom,CMA-ES-IG,6,1437
1722298579.3907332,30,blossom,CMA-ES-IG,6,774
1722298591.67782,30,blossom,CMA-ES-IG,6,1018;best
