timestamp,pid,task,method,sequence,played_trajectory
1722380097.0261703,16,handover,infogain,0,985
1722380111.1678414,16,handover,infogain,0,115
1722380124.424424,16,handover,infogain,0,437
1722380146.7212682,16,handover,infogain,1,471;best
1722380159.903667,16,handover,infogain,1,187
1722380172.6726058,16,handover,infogain,1,679
1722380185.9764977,16,handover,infogain,1,126
1722380202.1191454,16,handover,infogain,2,992
1722380214.944234,16,handover,infogain,2,85
1722380227.8638253,16,handover,infogain,2,603
1722380245.1860447,16,handover,infogain,3,464;best
1722380258.2398748,16,handover,infogain,3,356
1722380272.1920211,16,handover,infogain,3,160
1722380286.1844385,16,handover,infogain,3,823
1722380302.0317893,16,handover,infogain,3,160
1722380315.014407,16,handover,infogain,3,356
1722380335.0251622,16,handover,infogain,4,861
1722380335.6963167,16,handover,infogain,4,861
1722380347.9010277,16,handover,infogain,4,502
1722380361.481863,16,handover,infogain,4,861
1722380373.2103848,16,handover,infogain,4,948
1722380375.4673417,16,handover,infogain,4,948
1722380391.3824017,16,handover,infogain,5,221;best
1722380543.309678,16,handover,CMA-ES,0,8
1722380556.5307891,16,handover,CMA-ES,0,729
1722380567.3537402,16,handover,CMA-ES,0,898
1722380570.5301924,16,handover,CMA-ES,0,898
1722380585.922391,16,handover,CMA-ES,1,123
1722380599.1837063,16,handover,CMA-ES,1,228
1722380612.2295673,16,handover,CMA-ES,1,510
1722380626.118236,16,handover,CMA-ES,2,120;best
1722380639.1163461,16,handover,CMA-ES,2,887
1722380652.2379735,16,handover,CMA-ES,2,68
1722380665.1007736,16,handover,CMA-ES,2,709
1722380678.5740175,16,handover,CMA-ES,2,68
1722380691.43951,16,handover,CMA-ES,2,68
1722380705.0779965,16,handover,CMA-ES,3,812
1722380718.1585917,16,handover,CMA-ES,3,709
1722380731.359065,16,handover,CMA-ES,3,932
1722380744.5763123,16,handover,CMA-ES,3,709
1722380757.936353,16,handover,CMA-ES,4,120;best
1722380771.5916822,16,handover,CMA-ES,4,907
1722380772.103283,16,handover,CMA-ES,4,907
1722380784.519757,16,handover,CMA-ES,4,193
1722380797.5447614,16,handover,CMA-ES,4,469
1722380810.4263575,16,handover,CMA-ES,4,907
1722380824.9063413,16,handover,CMA-ES,5,120;best
1722380838.0651042,16,handover,CMA-ES,5,947
1722380958.164678,16,handover,CMA-ES-IG,0,388
1722380970.8435736,16,handover,CMA-ES-IG,0,910
1722380983.8519857,16,handover,CMA-ES-IG,0,769
1722380996.556025,16,handover,CMA-ES-IG,0,388
1722381009.404356,16,handover,CMA-ES-IG,0,910
1722381024.124131,16,handover,CMA-ES-IG,1,833
1722381033.9240417,16,handover,CMA-ES-IG,1,833
1722381036.8627508,16,handover,CMA-ES-IG,1,646
1722381049.516994,16,handover,CMA-ES-IG,1,567
1722381062.3327568,16,handover,CMA-ES-IG,1,646
1722381076.3971632,16,handover,CMA-ES-IG,2,539
1722381089.4575953,16,handover,CMA-ES-IG,2,45;best
1722381103.1735034,16,handover,CMA-ES-IG,2,699
1722381115.8469827,16,handover,CMA-ES-IG,2,479
1722381130.7331696,16,handover,CMA-ES-IG,3,977
1722381143.766079,16,handover,CMA-ES-IG,3,567
1722381157.3661425,16,handover,CMA-ES-IG,3,732
1722381170.7050242,16,handover,CMA-ES-IG,3,567
1722381183.6226604,16,handover,CMA-ES-IG,3,977
1722381197.5544682,16,handover,CMA-ES-IG,4,45;best
1722381210.3268752,16,handover,CMA-ES-IG,4,184
1722381223.873207,16,handover,CMA-ES-IG,4,948
1722381236.641223,16,handover,CMA-ES-IG,4,432
1722381249.402254,16,handover,CMA-ES-IG,5,646
