timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722285457.49365,8,handover,CMA-ES-IG,0,623,0,278,1,902,2
1722285554.8081648,8,handover,CMA-ES-IG,1,930,0,68,1,907,2
1722285636.897276,8,handover,CMA-ES-IG,2,294,0,340,1,565,2
1722285696.042718,8,handover,CMA-ES-IG,3,833,0,764,1,119,2
1722285944.0715618,8,handover,infogain,0,669,0,649,1,417,2
1722285989.7521415,8,handover,infogain,1,915,0,164,1,880,2
1722286029.1835914,8,handover,infogain,2,824,0,663,1,150,2
1722286069.320274,8,handover,infogain,3,824,0,337,1,532,2
1722286128.8171048,8,handover,infogain,4,221,0,236,1,898,2
1722286418.9161046,8,handover,CMA-ES,0,516,0,948,1,476,2
1722286478.7968256,8,handover,CMA-ES,1,109,0,572,1,265,2
1722286531.0607336,8,handover,CMA-ES,2,929,0,798,1,299,2
1722286584.557682,8,handover,CMA-ES,3,400,0,163,1,572,2
1722286630.5177424,8,handover,CMA-ES,4,718,0,608,1,873,2
