timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722034492.8348942,3,handover,CMA-ES-IG,0,149,0,900,1,65,2
1722034535.4473343,3,handover,CMA-ES-IG,1,838,0,65,1,440,2
1722034592.2772212,3,handover,CMA-ES-IG,2,400,0,623,1,904,2
1722034646.9092324,3,handover,CMA-ES-IG,3,186,0,401,1,564,2
1722034690.373114,3,handover,CMA-ES-IG,4,291,0,803,1,425,2
1722034745.8779504,3,handover,CMA-ES-IG,5,747,0,80,1,619,2
1722034786.980596,3,handover,CMA-ES-IG,6,960,0,25,1,412,2
1722034842.1888006,3,handover,CMA-ES-IG,7,850,0,354,1,638,2
1722034883.014759,3,handover,CMA-ES-IG,8,13,0,539,1,638,2
1722034997.916199,3,handover,infogain,0,85,0,160,1,3,2
1722035057.2927685,3,handover,infogain,1,8,0,708,1,753,2
1722035117.5819466,3,handover,infogain,2,321,0,907,1,307,2
1722035160.803925,3,handover,infogain,3,294,0,274,1,822,2
1722035222.420741,3,handover,infogain,4,221,0,440,1,743,2
1722035280.0277557,3,handover,infogain,5,767,0,623,1,162,2
1722035427.2200284,3,handover,CMA-ES,0,325,0,2,1,876,2
1722035467.6843107,3,handover,CMA-ES,1,22,0,701,1,701,2
1722035520.4777055,3,handover,CMA-ES,2,441,0,887,1,139,2
1722035572.9449131,3,handover,CMA-ES,3,887,0,907,1,274,2
1722035613.1646473,3,handover,CMA-ES,4,849,0,502,1,701,2
1722035671.7556078,3,handover,CMA-ES,5,328,0,267,1,278,2
1722035727.0196586,3,handover,CMA-ES,6,849,0,732,1,701,2
