timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722293652.354882,29,blossom,infogain,0,558,0,833,1,988,2
1722293750.309544,29,blossom,infogain,1,176,0,1198,1,149,2
1722293834.5600169,29,blossom,infogain,2,306,0,643,1,1261,2
1722293923.4901783,29,blossom,infogain,3,193,0,1424,1,322,2
1722294030.1887636,29,blossom,CMA-ES,0,1345,0,274,1,305,2
1722294077.6940784,29,blossom,CMA-ES,1,601,0,601,1,260,2
1722294113.5188978,29,blossom,CMA-ES,2,893,0,975,1,260,2
1722294162.3762772,29,blossom,CMA-ES,3,1239,0,852,1,275,2
1722294196.6971338,29,blossom,CMA-ES,4,239,0,1198,1,1316,2
1722294265.898977,29,blossom,CMA-ES,5,1438,0,365,1,375,2
1722294392.6881773,29,blossom,CMA-ES-IG,0,105,0,536,1,31,2
1722294432.8545783,29,blossom,CMA-ES-IG,1,416,0,626,1,569,2
1722294477.293293,29,blossom,CMA-ES-IG,2,1153,0,737,1,710,2
1722294523.6918364,29,blossom,CMA-ES-IG,3,1265,0,1410,1,710,2
1722294559.8425896,29,blossom,CMA-ES-IG,4,1132,0,710,1,710,2
1722294615.1618567,29,blossom,CMA-ES-IG,5,844,0,1154,1,1132,2
1722294653.0969856,29,blossom,CMA-ES-IG,6,729,0,1132,1,1182,2
