timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722023627.49041,22,blossom,CMA-ES-IG,0,675,0,1424,1,866,2
1722023689.1864395,22,blossom,CMA-ES-IG,1,411,0,244,1,929,2
1722023808.6924555,22,blossom,CMA-ES-IG,2,1316,0,461,1,166,2
1722023925.4840782,22,blossom,CMA-ES-IG,3,420,0,1291,1,259,2
1722024063.2532482,22,blossom,CMA-ES,0,1079,0,1183,1,1413,2
1722024152.6911745,22,blossom,CMA-ES,1,1061,0,283,1,304,2
1722024221.8798544,22,blossom,CMA-ES,2,217,0,328,1,934,2
1722024255.3312964,22,blossom,CMA-ES,3,645,0,37,1,1329,2
1722024425.1367736,22,blossom,infogain,0,947,0,83,1,887,2
1722024501.488906,22,blossom,infogain,1,1252,0,1307,1,782,2
1722024561.3858635,22,blossom,infogain,2,1232,0,712,1,114,2
1722024687.8374202,22,blossom,infogain,3,343,0,715,1,1043,2
