timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722364912.6045353,32,blossom,CMA-ES,0,679,0,427,1,175,2
1722364959.3366218,32,blossom,CMA-ES,1,170,0,1345,1,709,2
1722365005.374922,32,blossom,CMA-ES,2,52,0,838,1,1210,2
1722365041.4096475,32,blossom,CMA-ES,3,692,0,365,1,321,2
1722365102.3701818,32,blossom,CMA-ES,4,928,0,1345,1,550,2
1722365133.042506,32,blossom,CMA-ES,5,1256,0,782,1,291,2
1722365296.908577,32,blossom,CMA-ES-IG,0,238,0,247,1,44,2
1722365336.1082122,32,blossom,CMA-ES-IG,1,284,0,73,1,44,2
1722365364.4927545,32,blossom,CMA-ES-IG,2,949,0,682,1,44,2
1722365389.19721,32,blossom,CMA-ES-IG,3,84,0,987,1,44,2
1722365419.0133674,32,blossom,CMA-ES-IG,4,1096,0,44,1,44,2
1722365445.1415563,32,blossom,CMA-ES-IG,5,84,0,128,1,44,2
1722365463.837885,32,blossom,CMA-ES-IG,6,419,0,1278,1,,2
1722365579.9346647,32,blossom,infogain,0,1070,0,737,1,363,2
1722365631.2791948,32,blossom,infogain,1,1414,0,1381,1,104,2
1722365688.6479058,32,blossom,infogain,2,646,0,1015,1,681,2
1722365749.3688183,32,blossom,infogain,3,296,0,1408,1,792,2
1722365824.1692646,32,blossom,infogain,4,999,0,1034,1,1405,2
1722365863.5057359,32,blossom,infogain,5,549,0,27,1,1032,2
