timestamp,pid,task,method,sequence,played_trajectory
1722299096.1510072,31,blossom,infogain,0,1435
1722299115.7269247,31,blossom,infogain,0,1435
1722299122.7670553,31,blossom,infogain,0,241
1722299129.7108455,31,blossom,infogain,0,766
1722299134.7323384,31,blossom,infogain,0,766
1722299162.1509192,31,blossom,infogain,1,786
1722299169.0069401,31,blossom,infogain,1,91
1722299175.67107,31,blossom,infogain,1,988
1722299204.4471498,31,blossom,infogain,2,633
1722299211.3510525,31,blossom,infogain,2,821
1722299218.2871232,31,blossom,infogain,2,1160
1722299226.8953946,31,blossom,infogain,2,633
1722299252.447074,31,blossom,infogain,3,87
1722299258.967403,31,blossom,infogain,3,374
1722299265.7192073,31,blossom,infogain,3,206
1722299276.8392296,31,blossom,infogain,4,1097
1722299283.5357997,31,blossom,infogain,4,101
1722299290.007533,31,blossom,infogain,4,493
1722299303.2151613,31,blossom,infogain,5,1151
1722299310.263496,31,blossom,infogain,5,946
1722299317.855529,31,blossom,infogain,5,285
1722299344.9438145,31,blossom,infogain,6,1163
1722299350.8558319,31,blossom,infogain,6,1408
1722299357.7596514,31,blossom,infogain,6,686
1722299384.2636442,31,blossom,infogain,7,1203
1722299390.983887,31,blossom,infogain,7,1255
1722299396.004656,31,blossom,infogain,7,198
1722299519.7283363,31,blossom,CMA-ES,0,1082
1722299526.5925288,31,blossom,CMA-ES,0,444
1722299533.6805527,31,blossom,CMA-ES,0,647
1722299540.0244336,31,blossom,CMA-ES,0,647
1722299548.8807712,31,blossom,CMA-ES,1,925
1722299555.1930845,31,blossom,CMA-ES,1,633
1722299561.6488457,31,blossom,CMA-ES,1,1413
1722299573.9368162,31,blossom,CMA-ES,2,111
1722299580.3049455,31,blossom,CMA-ES,2,1474
1722299588.713015,31,blossom,CMA-ES,2,1121
1722299596.8009787,31,blossom,CMA-ES,2,111
1722299605.29703,31,blossom,CMA-ES,3,219
1722299612.249091,31,blossom,CMA-ES,3,1309
1722299618.841232,31,blossom,CMA-ES,3,1121
1722299627.1851215,31,blossom,CMA-ES,4,1071
1722299633.1932406,31,blossom,CMA-ES,4,1002
1722299641.9052584,31,blossom,CMA-ES,4,935
1722299651.881405,31,blossom,CMA-ES,5,637
1722299658.8971753,31,blossom,CMA-ES,5,833
1722299666.153361,31,blossom,CMA-ES,5,930
1722299675.8013153,31,blossom,CMA-ES,6,873
1722299682.7612543,31,blossom,CMA-ES,6,1146
1722299690.8975148,31,blossom,CMA-ES,6,49
1722299703.9294791,31,blossom,CMA-ES,7,1214
1722299710.5216103,31,blossom,CMA-ES,7,402
1722299718.4657176,31,blossom,CMA-ES,7,217
1722299730.0497797,31,blossom,CMA-ES,8,995
1722299735.7857552,31,blossom,CMA-ES,8,441
1722299742.3617322,31,blossom,CMA-ES,8,964
1722299751.9299123,31,blossom,CMA-ES,9,600
1722299759.1058505,31,blossom,CMA-ES,9,995
1722299766.5059795,31,blossom,CMA-ES,9,256
1722299775.689835,31,blossom,CMA-ES,10,676
1722299782.1699631,31,blossom,CMA-ES,10,876
1722299788.5540183,31,blossom,CMA-ES,10,1285
1722299801.1060486,31,blossom,CMA-ES,11,1186
1722299807.2020574,31,blossom,CMA-ES,11,91
1722299814.3220747,31,blossom,CMA-ES,11,872
1722299892.2027626,31,blossom,CMA-ES-IG,0,1096
1722299902.4588063,31,blossom,CMA-ES-IG,0,1096
1722299908.2426283,31,blossom,CMA-ES-IG,0,884
1722299915.442607,31,blossom,CMA-ES-IG,0,661
1722299929.179167,31,blossom,CMA-ES-IG,1,1431
1722299935.458848,31,blossom,CMA-ES-IG,1,1197
1722299941.2190745,31,blossom,CMA-ES-IG,1,1134
1722299953.243144,31,blossom,CMA-ES-IG,2,1095
1722299958.7228584,31,blossom,CMA-ES-IG,2,1095
1722299963.7449758,31,blossom,CMA-ES-IG,2,1197
1722299969.9709458,31,blossom,CMA-ES-IG,2,658
1722299982.5470848,31,blossom,CMA-ES-IG,3,843
1722299989.2910662,31,blossom,CMA-ES-IG,3,353
1722299996.0273085,31,blossom,CMA-ES-IG,3,1197
1722300005.4351654,31,blossom,CMA-ES-IG,4,1197
1722300016.067476,31,blossom,CMA-ES-IG,4,939
1722300023.2674937,31,blossom,CMA-ES-IG,4,630
1722300028.2878168,31,blossom,CMA-ES-IG,4,630
1722300036.6596863,31,blossom,CMA-ES-IG,5,1197
1722300042.3874004,31,blossom,CMA-ES-IG,5,1287
1722300049.755523,31,blossom,CMA-ES-IG,5,36
1722300059.243451,31,blossom,CMA-ES-IG,6,1197
1722300064.547492,31,blossom,CMA-ES-IG,6,1197

