timestamp,pid,task,method,sequence,played_trajectory
1722098072.6508117,5,handover,CMA-ES,0,252
1722098306.4996622,5,handover,CMA-ES,0,252
1722098333.0261626,5,handover,CMA-ES,0,898
1722098345.5464425,5,handover,CMA-ES,0,252
1722098356.2189438,5,handover,CMA-ES,0,120
1722098358.938692,5,handover,CMA-ES,0,120
1722098408.4866357,5,handover,CMA-ES,0,252
1722098419.722597,5,handover,CMA-ES,0,898
1722098421.5945137,5,handover,CMA-ES,0,898
1722098436.19411,5,handover,CMA-ES,1,603
1722098447.5623367,5,handover,CMA-ES,1,542
1722098449.8982444,5,handover,CMA-ES,1,542
1722098459.9386044,5,handover,CMA-ES,1,842
1722098462.6744218,5,handover,CMA-ES,1,842
1722098477.8179975,5,handover,CMA-ES,2,906
1722098494.3142354,5,handover,CMA-ES,2,128
1722098507.2266128,5,handover,CMA-ES,2,690
1722098530.186577,5,handover,CMA-ES,3,824
1722098545.946752,5,handover,CMA-ES,3,798
1722098561.7466357,5,handover,CMA-ES,3,227
1722098575.3704712,5,handover,CMA-ES,3,824
1722098594.4828727,5,handover,CMA-ES,3,542
1722098607.5785499,5,handover,CMA-ES,3,227
1722098621.003306,5,handover,CMA-ES,3,542
1722098727.0522966,5,handover,CMA-ES-IG,0,99
1722098744.1151457,5,handover,CMA-ES-IG,0,8
1722098768.482715,5,handover,CMA-ES-IG,0,65
1722098822.7272844,5,handover,CMA-ES-IG,1,358
1722098838.356659,5,handover,CMA-ES-IG,1,714
1722098854.3481429,5,handover,CMA-ES-IG,1,286
1722098869.834622,5,handover,CMA-ES-IG,1,358
1722098883.0344458,5,handover,CMA-ES-IG,2,469
1722098897.9547708,5,handover,CMA-ES-IG,2,388
1722098909.1087663,5,handover,CMA-ES-IG,2,254
1722098911.1471603,5,handover,CMA-ES-IG,2,254
1722098927.9308581,5,handover,CMA-ES-IG,3,143
1722098950.402954,5,handover,CMA-ES-IG,3,388
1722098961.3388457,5,handover,CMA-ES-IG,3,929
1722098969.508885,5,handover,CMA-ES-IG,3,929
1722098988.2279718,5,handover,CMA-ES-IG,3,143
1722099001.7628696,5,handover,CMA-ES-IG,3,388
1722099015.2990608,5,handover,CMA-ES-IG,4,323
1722099029.1229014,5,handover,CMA-ES-IG,4,499
1722099043.8449478,5,handover,CMA-ES-IG,4,887
1722099060.6073112,5,handover,CMA-ES-IG,5,820;best
1722099070.8369765,5,handover,CMA-ES-IG,5,939
1722099074.069967,5,handover,CMA-ES-IG,5,939
1722099087.3793185,5,handover,CMA-ES-IG,5,831
1722099101.82758,5,handover,CMA-ES-IG,5,747
1722099117.3473005,5,handover,CMA-ES-IG,5,939
1722099136.3320932,5,handover,CMA-ES-IG,5,499
1722099152.6923518,5,handover,CMA-ES-IG,6,820;best
1722099166.1950963,5,handover,CMA-ES-IG,6,14
1722099179.4912446,5,handover,CMA-ES-IG,6,200
1722099192.7788527,5,handover,CMA-ES-IG,6,340
1722099207.8027465,5,handover,CMA-ES-IG,7,636
1722099221.6990578,5,handover,CMA-ES-IG,7,597
1722099235.547297,5,handover,CMA-ES-IG,7,430
1722099248.6926367,5,handover,CMA-ES-IG,7,820;best
1722099262.4031167,5,handover,CMA-ES-IG,7,340
1722099377.420864,5,handover,infogain,0,992
1722099391.2751439,5,handover,infogain,0,308
1722099404.868681,5,handover,infogain,0,166
1722099424.9068844,5,handover,infogain,1,471
1722099438.5072744,5,handover,infogain,1,325
1722099451.9193268,5,handover,infogain,1,676
1722099468.7870116,5,handover,infogain,2,224
1722099482.819301,5,handover,infogain,2,713
1722099496.6191835,5,handover,infogain,2,686
1722099514.093798,5,handover,infogain,3,610;best
1722099548.0755506,5,handover,infogain,3,120
1722099561.539383,5,handover,infogain,3,337
1722099575.3954327,5,handover,infogain,3,859
1722099593.4674327,5,handover,infogain,4,591
1722099607.027973,5,handover,infogain,4,769
1722099620.883549,5,handover,infogain,4,40
1722099628.5479329,5,handover,infogain,4,40
1722099634.02737,5,handover,infogain,4,859
1722099647.179395,5,handover,infogain,4,40
1722099659.9915857,5,handover,infogain,5,610;best
1722099680.0276074,5,handover,infogain,5,437
1722099692.100213,5,handover,infogain,5,650
1722099705.6277673,5,handover,infogain,5,985
1722099721.9234257,5,handover,infogain,6,465
1722099735.547726,5,handover,infogain,6,471
1722099749.1158247,5,handover,infogain,6,934
1722099762.802925,5,handover,infogain,6,934
1722099776.1558166,5,handover,infogain,6,859
1722099787.923574,5,handover,infogain,6,934
1722099789.6041036,5,handover,infogain,6,934
1722099808.0617044,5,handover,infogain,7,610;best
