timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722375247.961788,14,handover,CMA-ES-IG,0,704,0,635,1,337,2
1722375315.2573173,14,handover,CMA-ES-IG,1,337,0,791,1,412,2
1722375399.992817,14,handover,CMA-ES-IG,2,567,0,278,1,558,2
1722375526.648206,14,handover,CMA-ES-IG,3,577,0,875,1,564,2
1722375672.3522692,14,handover,infogain,0,481,0,221,1,690,2
1722375716.9121141,14,handover,infogain,1,328,0,187,1,572,2
1722375772.9672618,14,handover,infogain,2,849,0,828,1,591,2
1722375839.9591188,14,handover,infogain,3,967,0,824,1,413,2
1722375898.999275,14,handover,infogain,4,824,0,337,1,471,2
1722376037.655231,14,handover,CMA-ES,0,129,0,705,1,860,2
1722376092.3760567,14,handover,CMA-ES,1,912,0,824,1,177,2
1722376158.1430988,14,handover,CMA-ES,2,991,0,320,1,542,2
1722376210.3190522,14,handover,CMA-ES,3,328,0,287,1,960,2
1722376250.7764084,14,handover,CMA-ES,4,947,0,934,1,742,2
1722376288.07137,14,handover,CMA-ES,5,983,0,845,1,425,2
1722376346.3572168,14,handover,CMA-ES,6,80,0,510,1,425,2
