timestamp,pid,task,method,sequence,played_trajectory
1722366086.0371866,12,handover,CMA-ES-IG,0,306
1722366100.1149418,12,handover,CMA-ES-IG,0,445
1722366113.9697866,12,handover,CMA-ES-IG,0,307
1722366132.6491523,12,handover,CMA-ES-IG,0,306
1722366148.7117748,12,handover,CMA-ES-IG,1,705
1722366163.5988526,12,handover,CMA-ES-IG,1,274
1722366179.01449,12,handover,CMA-ES-IG,1,892
1722366192.213271,12,handover,CMA-ES-IG,1,705
1722366262.35423,12,handover,CMA-ES-IG,2,698
1722366275.7781558,12,handover,CMA-ES-IG,2,717
1722366288.665219,12,handover,CMA-ES-IG,2,630
1722366304.7422698,12,handover,CMA-ES-IG,3,643
1722366318.6085095,12,handover,CMA-ES-IG,3,325
1722366331.4474182,12,handover,CMA-ES-IG,3,835
1722366345.6627796,12,handover,CMA-ES-IG,3,306
1722366358.910428,12,handover,CMA-ES-IG,3,643
1722366371.5348234,12,handover,CMA-ES-IG,3,325
1722366386.1012423,12,handover,CMA-ES-IG,4,164
1722366398.8448126,12,handover,CMA-ES-IG,4,351
1722366411.8208835,12,handover,CMA-ES-IG,4,778
1722366427.0358152,12,handover,CMA-ES-IG,5,772
1722366438.188004,12,handover,CMA-ES-IG,5,992
1722366440.9238899,12,handover,CMA-ES-IG,5,992
1722366515.8769486,12,handover,infogain,0,120
1722366530.4493735,12,handover,infogain,0,308
1722366543.7053063,12,handover,infogain,0,480
1722366565.0750136,12,handover,infogain,0,120
1722366597.6082149,12,handover,infogain,1,977
1722366611.976353,12,handover,infogain,1,139
1722366624.9354389,12,handover,infogain,1,273
1722366638.593186,12,handover,infogain,1,977
1722366651.2306674,12,handover,infogain,1,139
1722366668.5023022,12,handover,infogain,2,510
1722366682.1262724,12,handover,infogain,2,470
1722366695.472145,12,handover,infogain,2,310
1722366709.0401855,12,handover,infogain,2,470
1722366726.9495566,12,handover,infogain,2,510
1722366743.5892842,12,handover,infogain,3,678
1722366757.2454402,12,handover,infogain,3,146
1722366770.2392437,12,handover,infogain,3,690
1722366783.6686862,12,handover,infogain,3,678
1722366796.4686587,12,handover,infogain,3,480
1722366811.924152,12,handover,infogain,4,907
1722366823.0863423,12,handover,infogain,4,221
1722366828.114749,12,handover,infogain,4,221
1722366841.1562333,12,handover,infogain,4,986
1722366961.2768831,12,handover,CMA-ES,0,947
1722366975.586887,12,handover,CMA-ES,0,690
1722366989.8824384,12,handover,CMA-ES,0,707
1722367009.8264832,12,handover,CMA-ES,1,738
1722367022.8902907,12,handover,CMA-ES,1,267
1722367036.5619218,12,handover,CMA-ES,1,396
1722367048.8503537,12,handover,CMA-ES,1,738
1722367067.050028,12,handover,CMA-ES,2,252
1722367080.4258878,12,handover,CMA-ES,2,56
1722367093.2257144,12,handover,CMA-ES,2,712
1722367106.5697992,12,handover,CMA-ES,3,616
1722367119.321692,12,handover,CMA-ES,3,712
1722367130.8252065,12,handover,CMA-ES,3,542
1722367133.041177,12,handover,CMA-ES,3,542
1722367147.1613953,12,handover,CMA-ES,4,58
1722367159.9851704,12,handover,CMA-ES,4,510
1722367172.9778488,12,handover,CMA-ES,4,440
1722367186.0647724,12,handover,CMA-ES,5,127
1722367198.9530332,12,handover,CMA-ES,5,35
1722367211.7850337,12,handover,CMA-ES,5,774
1722367225.2251248,12,handover,CMA-ES,5,690
1722367242.0086193,12,handover,CMA-ES,6,666
1722367254.544745,12,handover,CMA-ES,6,150
1722367267.6332288,12,handover,CMA-ES,6,810
1722367280.4408371,12,handover,CMA-ES,6,150
