timestamp,pid,task,method,sequence,played_trajectory
1722293469.137985,29,blossom,infogain,0,396
1722293474.161319,29,blossom,infogain,0,396
1722293573.2402062,29,blossom,infogain,0,558
1722293596.6168675,29,blossom,infogain,0,833
1722293604.1132529,29,blossom,infogain,0,558
1722293611.2093086,29,blossom,infogain,0,988
1722293620.129726,29,blossom,infogain,0,833
1722293628.1058462,29,blossom,infogain,0,558
1722293635.2580028,29,blossom,infogain,0,833
1722293669.642927,29,blossom,infogain,1,149
1722293676.795015,29,blossom,infogain,1,176
1722293684.2193716,29,blossom,infogain,1,1198
1722293691.0516338,29,blossom,infogain,1,176
1722293697.708142,29,blossom,infogain,1,149
1722293705.9641712,29,blossom,infogain,1,1198
1722293717.8683887,29,blossom,infogain,1,988
1722293724.5004945,29,blossom,infogain,1,149
1722293732.964774,29,blossom,infogain,1,988
1722293738.8048866,29,blossom,infogain,1,149
1722293771.2058558,29,blossom,infogain,2,306
1722293778.837945,29,blossom,infogain,2,643
1722293785.9501736,29,blossom,infogain,2,1261
1722293793.2621946,29,blossom,infogain,2,306
1722293800.1744766,29,blossom,infogain,2,643
1722293807.3988001,29,blossom,infogain,2,1261
1722293815.7907946,29,blossom,infogain,2,306
1722293823.119034,29,blossom,infogain,2,643
1722293858.1180062,29,blossom,infogain,3,1309;best
1722293861.0801435,29,blossom,infogain,3,1424
1722293869.9043968,29,blossom,infogain,3,322
1722293878.4647682,29,blossom,infogain,3,193
1722293888.321627,29,blossom,infogain,3,322
1722293894.89693,29,blossom,infogain,3,1424
1722293906.6413765,29,blossom,infogain,3,322
1722293912.6414435,29,blossom,infogain,3,1424
1722293976.355312,29,blossom,CMA-ES,0,1345
1722293986.683519,29,blossom,CMA-ES,0,1345
1722293993.747807,29,blossom,CMA-ES,0,305
1722294001.0518208,29,blossom,CMA-ES,0,274
1722294010.7242365,29,blossom,CMA-ES,0,1345
1722294022.060586,29,blossom,CMA-ES,0,274
1722294032.852573,29,blossom,CMA-ES,1,601
1722294041.3488388,29,blossom,CMA-ES,1,260
1722294047.965041,29,blossom,CMA-ES,1,601
1722294055.4292622,29,blossom,CMA-ES,1,260
1722294063.8855877,29,blossom,CMA-ES,1,601
1722294069.949615,29,blossom,CMA-ES,1,601
1722294079.445867,29,blossom,CMA-ES,2,893
1722294085.8380313,29,blossom,CMA-ES,2,260
1722294094.3261995,29,blossom,CMA-ES,2,975
1722294099.566344,29,blossom,CMA-ES,2,893
1722294107.3905392,29,blossom,CMA-ES,2,260
1722294115.286707,29,blossom,CMA-ES,3,1239
1722294123.4791503,29,blossom,CMA-ES,3,852
1722294129.6392496,29,blossom,CMA-ES,3,275
1722294140.7835498,29,blossom,CMA-ES,3,305
1722294147.4077983,29,blossom,CMA-ES,3,275
1722294155.039939,29,blossom,CMA-ES,3,305
1722294168.5520744,29,blossom,CMA-ES,4,1273;best
1722294170.6161463,29,blossom,CMA-ES,4,239
1722294176.800528,29,blossom,CMA-ES,4,1316
1722294183.2243905,29,blossom,CMA-ES,4,1198
1722294199.2970896,29,blossom,CMA-ES,5,365
1722294206.2653465,29,blossom,CMA-ES,5,375
1722294212.8411944,29,blossom,CMA-ES,5,1438
1722294219.4896889,29,blossom,CMA-ES,5,365
1722294225.9217103,29,blossom,CMA-ES,5,375
1722294232.2098138,29,blossom,CMA-ES,5,1438
1722294244.194119,29,blossom,CMA-ES,5,365
1722294251.5301034,29,blossom,CMA-ES,5,365
1722294257.2504616,29,blossom,CMA-ES,5,365
1722294271.7688782,29,blossom,CMA-ES,6,1273;best
1722294275.8829687,29,blossom,CMA-ES,6,1408
1722294282.2672083,29,blossom,CMA-ES,6,24
1722294364.1293008,29,blossom,CMA-ES-IG,0,105
1722294371.5445085,29,blossom,CMA-ES-IG,0,31
1722294378.352259,29,blossom,CMA-ES-IG,0,536
1722294394.1036716,29,blossom,CMA-ES-IG,1,569
1722294401.5435357,29,blossom,CMA-ES-IG,1,626
1722294408.4871695,29,blossom,CMA-ES-IG,1,416
1722294415.3909605,29,blossom,CMA-ES-IG,1,626
1722294422.0788116,29,blossom,CMA-ES-IG,1,569
1722294434.1662502,29,blossom,CMA-ES-IG,2,1153
1722294441.4619944,29,blossom,CMA-ES-IG,2,737
1722294448.2378893,29,blossom,CMA-ES-IG,2,710
1722294454.2055755,29,blossom,CMA-ES-IG,2,710
1722294459.2258003,29,blossom,CMA-ES-IG,2,737
1722294466.5012352,29,blossom,CMA-ES-IG,2,710
1722294478.4608912,29,blossom,CMA-ES-IG,3,710
1722294483.4830766,29,blossom,CMA-ES-IG,3,1410
1722294490.1964812,29,blossom,CMA-ES-IG,3,1265
1722294497.75617,29,blossom,CMA-ES-IG,3,1410
1722294504.6837738,29,blossom,CMA-ES-IG,3,710
1722294511.2838128,29,blossom,CMA-ES-IG,3,1265
1722294529.8262413,29,blossom,CMA-ES-IG,4,96;best
1722294531.7551901,29,blossom,CMA-ES-IG,4,710
1722294536.7751503,29,blossom,CMA-ES-IG,4,1132
1722294547.62692,29,blossom,CMA-ES-IG,4,710
1722294552.9306984,29,blossom,CMA-ES-IG,4,31
1722294565.8150768,29,blossom,CMA-ES-IG,5,96;best
1722294574.6732602,29,blossom,CMA-ES-IG,5,96;best
1722294576.170225,29,blossom,CMA-ES-IG,5,1154
1722294581.1923525,29,blossom,CMA-ES-IG,5,844
1722294587.234109,29,blossom,CMA-ES-IG,5,1132
1722294594.857623,29,blossom,CMA-ES-IG,5,1154
1722294600.1938918,29,blossom,CMA-ES-IG,5,1132
1722294607.2176247,29,blossom,CMA-ES-IG,5,1154
1722294621.4477649,29,blossom,CMA-ES-IG,6,96;best
1722294623.481334,29,blossom,CMA-ES-IG,6,1132
1722294629.3050327,29,blossom,CMA-ES-IG,6,1182
1722294635.0249794,29,blossom,CMA-ES-IG,6,729
1722294644.680944,29,blossom,CMA-ES-IG,6,1182
1722294660.1746016,29,blossom,CMA-ES-IG,7,96;best
1722294661.7525234,29,blossom,CMA-ES-IG,7,666
