timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722366145.5931296,12,handover,CMA-ES-IG,0,307,0,445,1,306,2
1722366205.8786778,12,handover,CMA-ES-IG,1,274,0,705,1,892,2
1722366302.5374544,12,handover,CMA-ES-IG,2,717,0,630,1,698,2
1722366385.1982322,12,handover,CMA-ES-IG,3,835,0,643,1,325,2
1722366426.1010587,12,handover,CMA-ES-IG,4,164,0,351,1,778,2
1722366594.4649942,12,handover,infogain,0,120,0,308,1,480,2
1722366662.8716621,12,handover,infogain,1,273,0,139,1,977,2
1722366739.9877448,12,handover,infogain,2,470,0,510,1,310,2
1722366807.4859178,12,handover,infogain,3,146,0,690,1,678,2
1722367007.881033,12,handover,CMA-ES,0,707,0,947,1,690,2
1722367062.7229073,12,handover,CMA-ES,1,396,0,267,1,738,2
1722367104.7220402,12,handover,CMA-ES,2,252,0,56,1,712,2
1722367145.0658867,12,handover,CMA-ES,3,616,0,712,1,542,2
1722367185.201596,12,handover,CMA-ES,4,58,0,440,1,510,2
1722367238.2174642,12,handover,CMA-ES,5,127,0,35,1,774,2
1722367296.7619312,12,handover,CMA-ES,6,666,0,810,1,150,2
