timestamp,pid,task,method,sequence,played_trajectory
1722285386.6045916,8,handover,CMA-ES-IG,0,902
1722285401.4673154,8,handover,CMA-ES-IG,0,902
1722285415.692065,8,handover,CMA-ES-IG,0,278
1722285428.9719403,8,handover,CMA-ES-IG,0,623
1722285443.196321,8,handover,CMA-ES-IG,0,902
1722285460.5564916,8,handover,CMA-ES-IG,1,907
1722285475.7648633,8,handover,CMA-ES-IG,1,930
1722285488.9655077,8,handover,CMA-ES-IG,1,68
1722285504.1101935,8,handover,CMA-ES-IG,1,907
1722285518.6544833,8,handover,CMA-ES-IG,1,930
1722285532.1828892,8,handover,CMA-ES-IG,1,68
1722285545.1587152,8,handover,CMA-ES-IG,1,907
1722285564.5270333,8,handover,CMA-ES-IG,2,294
1722285579.951604,8,handover,CMA-ES-IG,2,565
1722285593.7522361,8,handover,CMA-ES-IG,2,907
1722285607.5846832,8,handover,CMA-ES-IG,2,565
1722285621.3843815,8,handover,CMA-ES-IG,2,340
1722285641.1528282,8,handover,CMA-ES-IG,3,119
1722285658.2897046,8,handover,CMA-ES-IG,3,833
1722285671.9137557,8,handover,CMA-ES-IG,3,764
1722285685.4923315,8,handover,CMA-ES-IG,3,322;best
1722285698.7956362,8,handover,CMA-ES-IG,4,322;best
1722285900.9991114,8,handover,infogain,0,669
1722285916.5419092,8,handover,infogain,0,417
1722285929.5834417,8,handover,infogain,0,649
1722285948.4379852,8,handover,infogain,1,880
1722285961.9021602,8,handover,infogain,1,915
1722285975.1585279,8,handover,infogain,1,164
1722285991.8226871,8,handover,infogain,2,663
1722286005.1910758,8,handover,infogain,2,150
1722286018.607042,8,handover,infogain,2,824
1722286033.263313,8,handover,infogain,3,824
1722286048.095766,8,handover,infogain,3,532
1722286062.0876546,8,handover,infogain,3,337
1722286076.8362708,8,handover,infogain,4,898
1722286092.0957494,8,handover,infogain,4,221
1722286105.8083053,8,handover,infogain,4,236
1722286118.8961704,8,handover,infogain,4,417
1722286132.609222,8,handover,infogain,5,341;best
1722286199.345214,8,handover,infogain,5,510
1722286212.3687813,8,handover,infogain,5,586
1722286225.729647,8,handover,infogain,5,221
1722286368.9565122,8,handover,CMA-ES,0,516
1722286383.4991362,8,handover,CMA-ES,0,476
1722286397.1003902,8,handover,CMA-ES,0,948
1722286409.6591291,8,handover,CMA-ES,0,516
1722286423.5635793,8,handover,CMA-ES,1,109
1722286436.6995106,8,handover,CMA-ES,1,265
1722286450.0968492,8,handover,CMA-ES,1,572
1722286463.1554842,8,handover,CMA-ES,1,476
1722286482.9158223,8,handover,CMA-ES,2,929
1722286496.0841694,8,handover,CMA-ES,2,299
1722286509.1927516,8,handover,CMA-ES,2,798
1722286522.5375514,8,handover,CMA-ES,2,565;best
1722286545.164529,8,handover,CMA-ES,3,163
1722286558.052793,8,handover,CMA-ES,3,572
1722286571.2366343,8,handover,CMA-ES,3,400
1722286586.052572,8,handover,CMA-ES,4,608
1722286599.4848301,8,handover,CMA-ES,4,873
1722286613.2931721,8,handover,CMA-ES,4,718
1722286631.449799,8,handover,CMA-ES,5,565;best
