timestamp,pid,task,method,sequence,played_trajectory
1722375130.3392267,14,handover,CMA-ES-IG,0,704
1722375145.321435,14,handover,CMA-ES-IG,0,635
1722375159.7857325,14,handover,CMA-ES-IG,0,337
1722375179.2992656,14,handover,CMA-ES-IG,0,704
1722375193.7421815,14,handover,CMA-ES-IG,0,635
1722375206.665034,14,handover,CMA-ES-IG,0,337
1722375221.21678,14,handover,CMA-ES-IG,0,704
1722375231.5371082,14,handover,CMA-ES-IG,0,635
1722375235.31328,14,handover,CMA-ES-IG,0,635
1722375249.1943,14,handover,CMA-ES-IG,1,791
1722375262.8253055,14,handover,CMA-ES-IG,1,412
1722375275.8247838,14,handover,CMA-ES-IG,1,337
1722375289.0964437,14,handover,CMA-ES-IG,1,412
1722375301.7931082,14,handover,CMA-ES-IG,1,791
1722375316.9604542,14,handover,CMA-ES-IG,2,567
1722375330.5045073,14,handover,CMA-ES-IG,2,558
1722375343.6881819,14,handover,CMA-ES-IG,2,278
1722375355.0160396,14,handover,CMA-ES-IG,2,558
1722375357.728409,14,handover,CMA-ES-IG,2,558
1722375371.4964235,14,handover,CMA-ES-IG,2,412
1722375384.6491911,14,handover,CMA-ES-IG,2,558
1722375401.6242425,14,handover,CMA-ES-IG,3,875
1722375414.7920575,14,handover,CMA-ES-IG,3,577
1722375428.3141406,14,handover,CMA-ES-IG,3,564
1722375443.3599424,14,handover,CMA-ES-IG,3,875
1722375455.1520908,14,handover,CMA-ES-IG,3,875
1722375456.9439511,14,handover,CMA-ES-IG,3,875
1722375471.1838307,14,handover,CMA-ES-IG,3,564
1722375484.1358745,14,handover,CMA-ES-IG,3,412
1722375494.992087,14,handover,CMA-ES-IG,3,875
1722375502.143836,14,handover,CMA-ES-IG,3,875
1722375512.0553632,14,handover,CMA-ES-IG,3,564
1722375516.2878408,14,handover,CMA-ES-IG,3,564
1722375577.4721298,14,handover,infogain,0,481
1722375590.5448477,14,handover,infogain,0,221
1722375604.1110315,14,handover,infogain,0,690
1722375620.2585495,14,handover,infogain,0,481
1722375627.6951292,14,handover,infogain,0,221
1722375633.8794825,14,handover,infogain,0,221
1722375647.0000298,14,handover,infogain,0,690
1722375659.670899,14,handover,infogain,0,481
1722375674.851627,14,handover,infogain,1,328
1722375690.8387032,14,handover,infogain,1,187
1722375704.4233534,14,handover,infogain,1,572
1722375720.7747257,14,handover,infogain,2,849
1722375734.0144448,14,handover,infogain,2,828
1722375746.8149998,14,handover,infogain,2,591
1722375762.4068193,14,handover,infogain,2,690
1722375777.851837,14,handover,infogain,3,824
1722375791.3585544,14,handover,infogain,3,413
1722375804.8226175,14,handover,infogain,3,967
1722375819.1748075,14,handover,infogain,3,591
1722375831.3188188,14,handover,infogain,3,413
1722375844.3261287,14,handover,infogain,4,824
1722375857.5580614,14,handover,infogain,4,471
1722375870.6465192,14,handover,infogain,4,337
1722375883.6946821,14,handover,infogain,4,471
1722375991.4152427,14,handover,CMA-ES,0,705
1722376004.032364,14,handover,CMA-ES,0,860
1722376016.7424088,14,handover,CMA-ES,0,129
1722376029.803272,14,handover,CMA-ES,0,860
1722376040.2622275,14,handover,CMA-ES,1,177
1722376043.0942104,14,handover,CMA-ES,1,177
1722376056.0988653,14,handover,CMA-ES,1,912
1722376068.96792,14,handover,CMA-ES,1,824
1722376082.262214,14,handover,CMA-ES,1,177
1722376095.2705138,14,handover,CMA-ES,2,991
1722376108.3905115,14,handover,CMA-ES,2,542
1722376121.2121048,14,handover,CMA-ES,2,320
1722376134.28744,14,handover,CMA-ES,2,177
1722376148.109966,14,handover,CMA-ES,2,542
1722376160.7738714,14,handover,CMA-ES,3,328
1722376175.781989,14,handover,CMA-ES,3,287
1722376196.351014,14,handover,CMA-ES,3,960
1722376211.4938762,14,handover,CMA-ES,4,947
1722376224.8538406,14,handover,CMA-ES,4,934
1722376237.872072,14,handover,CMA-ES,4,742
1722376252.119572,14,handover,CMA-ES,5,845
1722376265.192258,14,handover,CMA-ES,5,425
1722376278.464991,14,handover,CMA-ES,5,983
1722376291.436284,14,handover,CMA-ES,6,425
1722376304.61082,14,handover,CMA-ES,6,510
1722376315.819037,14,handover,CMA-ES,6,80
1722376317.9632986,14,handover,CMA-ES,6,80
1722376338.6844866,14,handover,CMA-ES,6,425
1722376352.9911137,14,handover,CMA-ES,7,543
