timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722277817.6323383,26,blossom,CMA-ES,0,1333,0,871,1,1317,2
1722277856.7452695,26,blossom,CMA-ES,1,404,0,644,1,1435,2
1722277884.3538363,26,blossom,CMA-ES,2,1390,0,96,1,164,2
1722277946.9708958,26,blossom,CMA-ES,3,1409,0,253,1,446,2
1722277996.076543,26,blossom,CMA-ES,4,1009,0,1422,1,745,2
1722278033.332618,26,blossom,CMA-ES,5,565,0,529,1,774,2
1722278078.325514,26,blossom,CMA-ES,6,1266,0,869,1,1398,2
1722278269.784763,26,blossom,CMA-ES-IG,0,685,0,434,1,1250,2
1722278309.5056307,26,blossom,CMA-ES-IG,1,1324,0,1319,1,357,2
1722278358.1704705,26,blossom,CMA-ES-IG,2,406,0,796,1,1079,2
1722278424.9072583,26,blossom,CMA-ES-IG,3,994,0,1330,1,505,2
1722278467.0997527,26,blossom,CMA-ES-IG,4,505,0,505,1,595,2
1722278511.3323543,26,blossom,CMA-ES-IG,5,1159,0,523,1,1222,2
1722278580.957261,26,blossom,CMA-ES-IG,6,1222,0,1222,1,22,2
1722278800.9126163,26,blossom,infogain,0,1333,0,590,1,280,2
1722278879.9216335,26,blossom,infogain,1,566,0,930,1,124,2
1722278950.9623373,26,blossom,infogain,2,1413,0,838,1,59,2
1722279020.2037487,26,blossom,infogain,3,417,0,327,1,739,2
1722279088.4288595,26,blossom,infogain,4,925,0,369,1,800,2
