timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1722378514.1692908,35,blossom,CMA-ES-IG,0,434,0,1284,1,666,2
1722378540.3035145,35,blossom,CMA-ES-IG,1,1019,0,283,1,50,2
1722378584.189729,35,blossom,CMA-ES-IG,2,722,0,1122,1,50,2
1722378613.2680326,35,blossom,CMA-ES-IG,3,603,0,1096,1,,2
1722378701.0968692,35,blossom,CMA-ES-IG,0,495,0,1327,1,151,2
1722378753.0864685,35,blossom,CMA-ES-IG,1,191,0,1096,1,1400,2
1722378802.7250392,35,blossom,CMA-ES-IG,2,1400,0,151,1,1491,2
1722378841.3650997,35,blossom,CMA-ES-IG,3,1491,0,1336,1,1491,2
1722379007.368663,35,blossom,infogain,0,632,0,19,1,1352,2
1722379051.2959132,35,blossom,infogain,1,1038,0,291,1,210,2
1722379102.8310003,35,blossom,infogain,2,960,0,811,1,234,2
1722379147.1665766,35,blossom,infogain,3,228,0,538,1,1229,2
1722379202.9421895,35,blossom,infogain,4,190,0,151,1,952,2
1722379284.3094387,35,blossom,infogain,5,1345,0,493,1,298,2
1722379469.0847688,35,blossom,CMA-ES,0,958,0,1345,1,1345,2
1722379514.2920368,35,blossom,CMA-ES,1,1436,0,444,1,1435,2
1722379546.0282423,35,blossom,CMA-ES,2,1491,0,1186,1,676,2
1722379593.1001291,35,blossom,CMA-ES,3,966,0,311,1,499,2
1722379630.5079722,35,blossom,CMA-ES,4,833,0,53,1,1268,2
1722379663.9881966,35,blossom,CMA-ES,5,902,0,355,1,1435,2
1722379687.492185,35,blossom,CMA-ES,6,740,0,347,1,301,2
1722379712.8362145,35,blossom,CMA-ES,7,312,0,12,1,1247,2
