timestamp,pid,task,method,sequence,played_trajectory
1722032111.2893865,23,blossom,CMA-ES,0,1428
1722032120.3121107,23,blossom,CMA-ES,0,1316
1722032129.074136,23,blossom,CMA-ES,0,1350
1722032164.4710958,23,blossom,CMA-ES,1,975
1722032172.7209928,23,blossom,CMA-ES,1,154
1722032180.9583688,23,blossom,CMA-ES,1,790
1722032191.694392,23,blossom,CMA-ES,1,975
1722032207.701988,23,blossom,CMA-ES,1,68;best
1722032211.5216672,23,blossom,CMA-ES,2,486
1722032220.1639862,23,blossom,CMA-ES,2,590
1722032227.0753458,23,blossom,CMA-ES,2,1273
1722032244.6570761,23,blossom,CMA-ES,2,68;best
1722032248.2743938,23,blossom,CMA-ES,3,52
1722032255.4736946,23,blossom,CMA-ES,3,720
1722032280.0104973,23,blossom,CMA-ES,3,797
1722032295.1794105,23,blossom,CMA-ES,3,720
1722032301.2681258,23,blossom,CMA-ES,3,52
1722032306.2867541,23,blossom,CMA-ES,3,52
1722032321.0329506,23,blossom,CMA-ES,3,68;best
1722032324.0536013,23,blossom,CMA-ES,4,1068
1722032329.0739274,23,blossom,CMA-ES,4,1068
1722032334.0936105,23,blossom,CMA-ES,4,498
1722032339.116022,23,blossom,CMA-ES,4,1188
1722032346.2949584,23,blossom,CMA-ES,4,1068
1722032352.51136,23,blossom,CMA-ES,4,498
1722032367.3167968,23,blossom,CMA-ES,4,68;best
1722032375.5285225,23,blossom,CMA-ES,5,1010
1722032382.585614,23,blossom,CMA-ES,5,611
1722032388.8495312,23,blossom,CMA-ES,5,676
1722032406.1579208,23,blossom,CMA-ES,5,68;best
1722032415.8192594,23,blossom,CMA-ES,6,1043
1722032430.5243754,23,blossom,CMA-ES,6,6
1722032437.652465,23,blossom,CMA-ES,6,462
1722032460.0290272,23,blossom,CMA-ES,6,68;best
1722032465.9468215,23,blossom,CMA-ES,7,1152
1722032474.5313606,23,blossom,CMA-ES,7,865
1722032480.7238963,23,blossom,CMA-ES,7,1448
1722032502.0478096,23,blossom,CMA-ES,7,68;best
1722032508.6055834,23,blossom,CMA-ES,8,4
1722032515.174069,23,blossom,CMA-ES,8,346
1722032523.2062683,23,blossom,CMA-ES,8,169
1722032543.3073761,23,blossom,CMA-ES,8,68;best
1722032545.5836346,23,blossom,CMA-ES,9,1336
1722032551.8321497,23,blossom,CMA-ES,9,1195
1722032557.73678,23,blossom,CMA-ES,9,169
1722032575.9409075,23,blossom,CMA-ES,9,68;best
1722032580.586196,23,blossom,CMA-ES,10,1195
1722032586.674895,23,blossom,CMA-ES,10,1283
1722032592.762334,23,blossom,CMA-ES,10,404
1722032608.0710626,23,blossom,CMA-ES,10,68;best
1722032612.259811,23,blossom,CMA-ES,11,91
1722032618.3400674,23,blossom,CMA-ES,11,449
1722032624.612247,23,blossom,CMA-ES,11,1413
1722032642.6164598,23,blossom,CMA-ES,11,68;best
1722032648.9421651,23,blossom,CMA-ES,12,689
1722032655.5425556,23,blossom,CMA-ES,12,867
1722032661.527086,23,blossom,CMA-ES,12,532
1722032678.8239639,23,blossom,CMA-ES,13,834
1722032685.096529,23,blossom,CMA-ES,13,930
1722032691.8565505,23,blossom,CMA-ES,13,733
1722032707.5488644,23,blossom,CMA-ES,13,68;best
1722032710.769879,23,blossom,CMA-ES,14,1216
1722032717.5861824,23,blossom,CMA-ES,14,94
1722032723.7146344,23,blossom,CMA-ES,14,1374
1722032731.059219,23,blossom,CMA-ES,14,94
1722032745.2620134,23,blossom,CMA-ES,15,68;best
1722032746.5000117,23,blossom,CMA-ES,15,94
1722032754.5725527,23,blossom,CMA-ES,15,94
1722032761.9890378,23,blossom,CMA-ES,15,94
1722032784.1021721,23,blossom,CMA-ES,15,94
1722032791.3028922,23,blossom,CMA-ES,16,94
1722032797.2473426,23,blossom,CMA-ES,16,435
1722032803.5512924,23,blossom,CMA-ES,16,274
1722032821.0919163,23,blossom,CMA-ES,16,68;best
1722032824.2486107,23,blossom,CMA-ES,17,1334
1722032831.5054965,23,blossom,CMA-ES,17,303
1722032837.7218237,23,blossom,CMA-ES,17,859
1722032857.459567,23,blossom,CMA-ES,18,68;best
1722032858.9230387,23,blossom,CMA-ES,18,976
1722032865.0991478,23,blossom,CMA-ES,18,1334
1722032871.3554242,23,blossom,CMA-ES,18,697
1722032884.2363474,23,blossom,CMA-ES,19,1334
1722032890.548452,23,blossom,CMA-ES,19,366
1722032902.2216496,23,blossom,CMA-ES,20,1197
1722032908.7498276,23,blossom,CMA-ES,20,714
1722032914.6382277,23,blossom,CMA-ES,20,190
1722032926.8678932,23,blossom,CMA-ES,21,1359
1722032933.2873745,23,blossom,CMA-ES,21,426
1722032939.7119107,23,blossom,CMA-ES,21,641
1722032951.5681255,23,blossom,CMA-ES,22,476
1722032957.5043097,23,blossom,CMA-ES,22,1132
1722032963.9933872,23,blossom,CMA-ES,22,1359
1722032975.5937877,23,blossom,CMA-ES,23,366
1722032981.9384897,23,blossom,CMA-ES,23,20
1722032987.891107,23,blossom,CMA-ES,23,1359
1722032998.2993603,23,blossom,CMA-ES,23,1359
1722033005.2599692,23,blossom,CMA-ES,24,1359
1722033011.204166,23,blossom,CMA-ES,24,298
1722033027.1038094,23,blossom,CMA-ES,25,68;best
1722033028.365413,23,blossom,CMA-ES,25,298
1722033034.669538,23,blossom,CMA-ES,25,298
1722033040.846215,23,blossom,CMA-ES,25,298
1722033052.7108033,23,blossom,CMA-ES,26,298
1722033062.6313844,23,blossom,CMA-ES,27,348
1722033087.7688448,23,blossom,CMA-ES,30,1247
1722033127.2672226,23,blossom,CMA-ES,35,1285
1722033133.5151782,23,blossom,CMA-ES,35,1247
1722033149.592573,23,blossom,CMA-ES,36,68;best
1722033163.1222486,23,blossom,CMA-ES,38,1290
1722033170.0328932,23,blossom,CMA-ES,38,1247
1722033194.1629288,23,blossom,CMA-ES,39,68;best
1722033325.0507395,23,blossom,CMA-ES-IG,0,128
1722033331.2660356,23,blossom,CMA-ES-IG,0,1455
1722033337.265441,23,blossom,CMA-ES-IG,0,275
1722033348.7125604,23,blossom,CMA-ES-IG,1,219
1722033354.663848,23,blossom,CMA-ES-IG,1,128
1722033360.887605,23,blossom,CMA-ES-IG,1,722
1722033380.4229178,23,blossom,CMA-ES-IG,2,164;best
1722033381.7339191,23,blossom,CMA-ES-IG,2,722
1722033387.620947,23,blossom,CMA-ES-IG,2,1487
1722033393.6608055,23,blossom,CMA-ES-IG,2,1499
1722033412.1002655,23,blossom,CMA-ES-IG,3,164;best
1722033413.9946802,23,blossom,CMA-ES-IG,3,659
1722033419.658513,23,blossom,CMA-ES-IG,3,1421
1722033425.5782423,23,blossom,CMA-ES-IG,3,1481
1722033443.0898728,23,blossom,CMA-ES-IG,4,164;best
1722033444.4970958,23,blossom,CMA-ES-IG,4,1400
1722033450.208294,23,blossom,CMA-ES-IG,4,659
1722033455.3924603,23,blossom,CMA-ES-IG,4,976
1722033468.9273286,23,blossom,CMA-ES-IG,5,477
1722033474.998622,23,blossom,CMA-ES-IG,5,1031
1722033480.0133197,23,blossom,CMA-ES-IG,5,976
1722033488.5980814,23,blossom,CMA-ES-IG,6,967
1722033494.6615868,23,blossom,CMA-ES-IG,6,541
1722033500.7492523,23,blossom,CMA-ES-IG,6,976
1722033518.2041101,23,blossom,CMA-ES-IG,7,164;best
1722033519.556256,23,blossom,CMA-ES-IG,7,1264
1722033525.411791,23,blossom,CMA-ES-IG,7,541
1722033531.6597145,23,blossom,CMA-ES-IG,7,1063
1722033551.7640476,23,blossom,CMA-ES-IG,8,164;best
1722033553.4821768,23,blossom,CMA-ES-IG,8,69
1722033559.3700542,23,blossom,CMA-ES-IG,8,1135
1722033565.3698933,23,blossom,CMA-ES-IG,8,275
1722033582.9612112,23,blossom,CMA-ES-IG,9,164;best
1722033584.3850503,23,blossom,CMA-ES-IG,9,998
1722033590.5767498,23,blossom,CMA-ES-IG,9,69
1722033609.7839432,23,blossom,CMA-ES-IG,10,164;best
1722033610.8881037,23,blossom,CMA-ES-IG,10,357
1722033617.6155448,23,blossom,CMA-ES-IG,10,69
1722033623.535189,23,blossom,CMA-ES-IG,10,1206
1722033638.1447327,23,blossom,CMA-ES-IG,11,164;best
1722033639.7025764,23,blossom,CMA-ES-IG,11,1449
1722033645.76762,23,blossom,CMA-ES-IG,11,343
1722033654.7904985,23,blossom,CMA-ES-IG,11,1492
1722033665.4218414,23,blossom,CMA-ES-IG,12,343
1722033742.724265,23,blossom,infogain,0,151
1722033748.6437662,23,blossom,infogain,0,1068
1722033754.507783,23,blossom,infogain,0,646
1722033786.5907204,23,blossom,infogain,1,151;best
1722033787.6352355,23,blossom,infogain,1,94
1722033793.0429847,23,blossom,infogain,1,599
1722033798.8905528,23,blossom,infogain,1,406
1722033830.3810601,23,blossom,infogain,2,853;best
1722033832.4583628,23,blossom,infogain,2,303
1722033838.6501458,23,blossom,infogain,2,585
1722033845.2103343,23,blossom,infogain,2,40
1722033875.4228039,23,blossom,infogain,3,853;best
1722033877.114105,23,blossom,infogain,3,426
1722033883.1379626,23,blossom,infogain,3,1418
1722033901.6897113,23,blossom,infogain,4,1275
1722033907.9137642,23,blossom,infogain,4,928
1722033913.721741,23,blossom,infogain,4,102
1722033928.8130007,23,blossom,infogain,4,853;best
1722033948.7853286,23,blossom,infogain,5,713
1722033955.545533,23,blossom,infogain,5,94
1722033961.641323,23,blossom,infogain,5,587
1722033994.1635451,23,blossom,infogain,6,166;best
1722033995.6014082,23,blossom,infogain,6,1118
1722034000.6224627,23,blossom,infogain,6,591
1722034006.16151,23,blossom,infogain,6,1333
1722034040.5723264,23,blossom,infogain,7,1406;best
1722034042.393594,23,blossom,infogain,7,315
1722034049.2335236,23,blossom,infogain,7,288
1722034055.7053788,23,blossom,infogain,7,1408
1722034077.5279121,23,blossom,infogain,8,792;best
